Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Andre Iguodala,/stats/player/2738/,GSW,33.0,1.5,2.1,74.1,0.1,0.2,35.3,0.4,0.8,50.8,0.2,0.5,38.9,0.2,0.6,35.7,0.4,1.0,37.2,0.5,1.3,36.1
Andre Roberson,/stats/player/203460/,OKC,25.0,2.1,3.2,64.8,0.1,0.2,21.1,0.0,0.1,28.6,0.2,0.6,26.7,0.1,0.5,20.0,0.3,1.1,23.5,0.3,1.2,25.5
Andrew Bogut,/stats/player/101106/,CLE,32.0,1.0,1.7,56.5,0.4,1.2,32.3,0.1,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Harrison,/stats/player/1626150/,MEM,22.0,0.7,1.5,45.4,0.1,0.5,26.5,0.2,0.9,25.8,0.1,0.2,50.0,0.0,0.1,28.6,0.1,0.3,42.9,0.5,1.8,26.2
Andrew Nicholson,/stats/player/203094/,BKN,27.0,0.5,0.7,71.4,0.2,0.7,32.1,0.2,0.7,32.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.1,0.5,25.0
Andrew Wiggins,/stats/player/203952/,MIN,22.0,3.8,6.1,62.0,0.9,2.3,37.7,2.7,7.2,37.9,0.1,0.2,30.0,0.1,0.1,45.5,0.1,0.4,35.5,1.1,3.1,35.8
Anthony Bennett,/stats/player/203461/,BKN,24.0,1.1,1.7,64.1,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.5,37.5,0.0,0.6,0.0,0.2,1.0,16.7,0.4,1.3,33.3
Anthony Brown,/stats/player/1626148/,ORL,24.0,0.5,0.8,55.6,0.1,0.3,33.3,0.5,1.0,45.5,0.1,0.4,25.0,0.1,0.1,100.0,0.2,0.5,40.0,0.5,2.0,22.7
Anthony Davis,/stats/player/203076/,NOP,24.0,4.4,6.4,68.5,2.1,4.5,45.7,3.3,7.6,42.8,0.0,0.1,40.0,0.0,0.1,16.7,0.0,0.1,27.3,0.5,1.6,30.6
Anthony Morrow,/stats/player/201627/,CHI,31.0,0.3,0.5,59.1,0.5,0.9,51.2,0.5,1.1,41.5,0.1,0.4,31.3,0.2,0.8,22.6,0.3,1.0,25.5,0.6,1.8,33.3
Anthony Tolliver,/stats/player/201229/,SAC,32.0,0.6,0.9,69.5,0.2,0.4,50.0,0.2,0.5,29.4,0.2,0.5,40.6,0.2,0.6,40.0,0.4,1.0,40.3,1.0,2.5,38.5
Archie Goodwin,/stats/player/203462/,BKN,22.0,1.8,3.0,60.0,0.1,0.1,100.0,0.2,0.3,60.0,0.1,0.1,100.0,0.1,0.1,100.0,0.2,0.2,100.0,0.2,0.9,23.1
Arinze Onuaku,/stats/player/202620/,ORL,29.0,0.0,0.0,0.0,0.3,0.4,66.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,/stats/player/203382/,DET,30.0,1.1,2.0,55.3,0.5,1.0,47.3,0.3,0.7,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arron Afflalo,/stats/player/201167/,SAC,31.0,0.4,0.9,50.0,0.6,1.1,52.9,1.0,2.4,40.8,0.2,0.5,46.4,0.3,0.5,56.7,0.5,1.0,51.7,0.5,1.5,34.8
Austin Rivers,/stats/player/203085/,LAC,24.0,1.9,3.4,55.7,0.7,1.6,43.1,0.3,0.8,32.8,0.2,0.5,37.1,0.2,0.4,42.3,0.3,0.8,39.3,1.2,3.2,36.9
Avery Bradley,/stats/player/202340/,BOS,26.0,2.5,4.0,61.5,0.4,1.1,40.7,1.7,4.0,41.7,0.4,1.0,35.1,0.2,0.5,48.1,0.6,1.5,39.3,1.4,3.5,39.1
Axel Toupane,/stats/player/1626253/,NOP,24.0,0.3,0.3,100.0,0.0,0.0,0.0,0.8,1.0,75.0,0.0,0.5,0.0,0.0,0.7,0.0,0.0,1.0,0.0,0.3,0.3,100.0
Ben Bentil,/stats/player/1627791/,DAL,22.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Ben McLemore,/stats/player/203463/,SAC,24.0,1.1,1.7,64.3,0.2,0.7,22.5,0.7,1.8,38.7,0.3,0.5,50.0,0.2,0.5,35.7,0.4,0.9,42.6,0.7,1.9,36.0
Beno Udrih,/stats/player/2757/,DET,34.0,0.7,1.3,55.6,0.5,0.9,53.1,1.0,2.3,44.3,0.0,0.0,0.0,0.1,0.1,75.0,0.1,0.1,60.0,0.2,0.6,34.8
Bismack Biyombo,/stats/player/202687/,ORL,24.0,1.7,2.6,65.4,0.4,1.1,33.7,0.1,0.4,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,/stats/player/201933/,LAC,28.0,4.2,6.5,64.0,0.8,2.2,36.0,2.3,5.3,42.5,0.2,0.4,46.2,0.0,0.1,25.0,0.2,0.5,43.3,0.4,1.3,30.9
Boban Marjanovic,/stats/player/1626246/,DET,28.0,1.4,1.9,73.4,0.6,1.5,36.7,0.2,0.6,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Brown,/stats/player/201628/,HOU,32.0,0.0,0.2,25.0,0.2,0.5,33.3,0.3,0.6,41.7,0.2,0.2,100.0,0.0,0.1,0.0,0.1,0.2,66.7,0.5,1.3,37.5
Bobby Portis,/stats/player/1626171/,CHI,22.0,1.2,1.7,67.6,0.4,0.8,48.0,0.8,1.8,44.1,0.1,0.5,28.0,0.2,0.4,47.4,0.3,0.7,36.4,0.3,0.8,31.4
Bojan Bogdanovic,/stats/player/202711/,WAS,28.0,2.0,3.4,59.2,0.4,0.9,43.7,0.5,1.4,36.4,0.2,0.6,37.2,0.3,0.7,48.1,0.5,1.2,43.2,1.3,3.7,34.5
Boris Diaw,/stats/player/2564/,UTA,35.0,1.2,1.8,63.9,0.3,0.7,42.0,0.3,0.9,31.7,0.1,0.2,46.2,0.0,0.1,37.5,0.1,0.3,42.9,0.2,0.8,18.3
Bradley Beal,/stats/player/203078/,WAS,24.0,2.7,4.5,61.5,0.9,1.9,46.9,1.8,3.7,47.9,0.3,0.6,50.0,0.2,0.5,37.5,0.5,1.2,44.3,2.4,6.0,39.9
Brandan Wright,/stats/player/201148/,MEM,29.0,2.3,3.3,71.4,0.6,1.4,42.1,0.1,0.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,/stats/player/101138/,LAC,32.0,1.4,2.0,69.2,0.2,0.5,33.3,0.5,1.1,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Brandon Ingram,/stats/player/1627742/,LAL,19.0,1.6,2.7,58.5,0.4,1.3,27.9,0.9,2.3,37.2,0.2,0.5,42.4,0.2,0.6,32.6,0.4,1.0,36.7,0.3,1.3,24.5
Brandon Jennings,/stats/player/201943/,WAS,27.0,0.7,1.6,44.5,0.2,0.7,35.2,0.5,1.2,36.6,0.1,0.3,40.0,0.1,0.4,34.6,0.2,0.6,37.0,0.8,2.6,30.4
Brandon Knight,/stats/player/202688/,PHX,25.0,1.4,2.7,53.8,0.5,1.6,34.5,1.1,2.9,36.3,0.2,0.5,38.1,0.1,0.3,21.4,0.2,0.7,31.4,0.6,1.9,33.0
Brandon Rush,/stats/player/201575/,MIN,31.0,0.3,0.7,41.2,0.0,0.2,25.0,0.2,0.7,32.3,0.5,1.0,47.7,0.3,0.8,34.4,0.7,1.7,42.1,0.3,0.8,31.6
Brian Roberts,/stats/player/203148/,CHA,31.0,0.2,0.5,40.9,0.1,0.4,20.0,0.4,1.0,41.5,0.0,0.0,0.0,0.1,0.2,57.1,0.1,0.2,50.0,0.3,0.9,36.1
Briante Weber,/stats/player/1627362/,CHA,24.0,0.8,1.2,69.6,0.3,0.7,46.2,0.1,0.7,14.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.5,11.1
Brice Johnson,/stats/player/1627744/,LAC,23.0,0.7,1.0,66.7,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,/stats/player/201572/,BKN,29.0,2.7,4.3,63.9,2.2,4.4,48.9,0.7,1.8,40.7,0.2,0.5,40.0,0.1,0.3,50.0,0.3,0.7,43.6,1.5,4.4,33.1
Bruno Caboclo,/stats/player/203998/,TOR,21.0,0.3,0.6,40.0,0.0,0.3,0.0,0.3,0.4,66.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.4,66.7
Bryn Forbes,/stats/player/1627854/,SAS,23.0,0.0,0.1,0.0,0.1,0.3,33.3,0.5,1.1,47.1,0.1,0.2,50.0,0.1,0.4,14.3,0.1,0.4,27.3,0.5,1.4,33.3
Buddy Hield,/stats/player/1627741/,SAC,24.0,1.2,2.2,54.2,0.4,0.9,45.3,0.6,1.7,36.0,0.2,0.5,40.0,0.2,0.4,53.3,0.4,0.8,46.2,1.4,3.9,37.5
C.J. Watson,/stats/player/201228/,ORL,33.0,0.4,0.8,54.0,0.1,0.3,31.3,0.5,1.2,41.6,0.1,0.3,25.0,0.0,0.3,15.4,0.1,0.5,20.7,0.4,1.2,34.7
C.J. Wilcox,/stats/player/203912/,ORL,26.0,0.0,0.2,0.0,0.1,0.1,100.0,0.2,0.6,36.4,0.0,0.2,0.0,0.1,0.2,50.0,0.1,0.3,25.0,0.1,0.5,18.2
CJ McCollum,/stats/player/203468/,POR,25.0,2.1,3.7,56.5,1.4,2.8,48.9,2.9,6.0,47.7,0.2,0.4,42.4,0.2,0.5,41.7,0.4,0.9,42.0,2.0,4.6,42.9
CJ Miles,/stats/player/101139/,IND,30.0,0.8,1.3,58.8,0.3,0.6,46.5,0.5,1.3,35.7,0.5,0.9,48.5,0.5,0.9,53.2,0.9,1.7,50.8,1.3,3.6,36.1
Cameron Payne,/stats/player/1626166/,CHI,22.0,0.3,0.9,33.3,0.4,0.8,42.3,0.6,1.8,31.5,0.0,0.2,25.0,0.1,0.2,60.0,0.1,0.3,44.4,0.8,2.5,30.3
Caris LeVert,/stats/player/1627747/,BKN,22.0,1.4,2.1,65.8,0.3,0.7,40.0,0.3,0.7,48.7,0.1,0.3,20.0,0.2,0.5,50.0,0.3,0.7,39.0,0.8,2.5,30.3
Carmelo Anthony,/stats/player/2546/,NYK,33.0,1.4,2.6,54.2,0.6,1.5,40.5,4.1,9.0,45.4,0.1,0.3,36.0,0.2,0.3,50.0,0.3,0.6,42.6,1.8,5.0,35.7
Chandler Parsons,/stats/player/202718/,MEM,28.0,1.1,1.9,56.1,0.1,0.6,9.1,0.3,1.2,26.8,0.1,0.2,66.7,0.1,0.3,30.0,0.2,0.5,43.8,0.5,2.3,23.4
Channing Frye,/stats/player/101112/,CLE,34.0,0.6,0.9,63.8,0.2,0.5,38.9,0.6,1.1,53.8,0.3,0.6,48.8,0.2,0.5,35.1,0.4,1.1,42.3,1.4,3.5,40.5
Chasson Randle,/stats/player/1626184/,NYK,24.0,0.7,1.4,51.4,0.2,0.5,50.0,0.0,0.2,0.0,0.1,0.2,50.0,0.0,0.1,0.0,0.1,0.3,33.3,0.5,1.6,34.1
Cheick Diallo,/stats/player/1627767/,NOP,20.0,1.1,1.4,78.3,0.3,0.9,35.7,0.9,2.6,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chinanu Onuaku,/stats/player/1627778/,HOU,20.0,1.0,1.2,83.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Andersen,/stats/player/2365/,CLE,38.0,0.6,1.2,50.0,0.1,0.1,100.0,0.1,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Chris McCullough,/stats/player/1626191/,WAS,22.0,0.6,1.0,56.3,0.1,0.1,100.0,0.3,0.5,62.5,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.1,0.3,25.0
Chris Paul,/stats/player/101108/,LAC,32.0,0.7,1.1,59.7,0.8,1.5,48.9,2.7,5.3,50.9,0.2,0.3,55.6,0.1,0.3,41.2,0.3,0.6,48.6,1.8,4.4,40.2
Christian Wood,/stats/player/1626174/,CHA,21.0,0.9,1.3,70.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0
Clint Capela,/stats/player/203991/,HOU,23.0,5.1,7.3,69.6,0.4,1.2,35.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,/stats/player/203469/,CHA,24.0,3.2,4.9,64.9,0.6,1.3,50.0,0.3,1.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Aldrich,/stats/player/202332/,MIN,28.0,0.5,0.9,61.8,0.2,0.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Brewer,/stats/player/201147/,LAL,31.0,1.2,2.0,61.3,0.2,0.6,26.5,0.1,0.3,42.9,0.1,0.5,21.1,0.2,0.5,30.6,0.2,0.9,25.7,0.1,0.5,20.5
Cory Joseph,/stats/player/202709/,TOR,25.0,1.4,2.4,57.3,0.8,1.8,42.9,1.0,2.4,41.8,0.1,0.3,25.9,0.1,0.2,53.3,0.2,0.5,35.7,0.4,1.2,35.5
Courtney Lee,/stats/player/201584/,NYK,31.0,0.9,1.7,56.3,0.5,1.1,44.0,1.4,2.9,46.6,0.4,0.9,47.6,0.3,0.7,40.8,0.7,1.5,44.6,0.8,2.0,36.9
Cristiano Felicio,/stats/player/1626245/,CHI,24.0,1.7,2.6,65.3,0.1,0.3,36.8,0.2,0.5,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,/stats/player/1626156/,LAL,21.0,1.2,2.4,50.7,0.9,2.0,47.2,1.3,3.3,38.9,0.2,0.5,48.3,0.2,0.4,40.9,0.4,0.8,45.1,1.8,5.2,34.1
D.J. Augustin,/stats/player/201571/,ORL,29.0,0.6,1.2,48.4,0.2,0.6,33.3,0.5,1.3,38.0,0.2,0.5,38.2,0.1,0.3,31.6,0.2,0.7,35.8,1.0,2.8,35.0
Dahntay Jones,/stats/player/2563/,CLE,36.0,2.0,2.0,100.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Damian Jones,/stats/player/1627745/,GSW,22.0,0.7,0.9,77.8,0.0,0.0,0.0,0.1,0.8,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Lillard,/stats/player/203081/,POR,26.0,3.4,5.8,58.6,0.9,2.5,36.4,1.7,3.9,43.1,0.1,0.1,50.0,0.1,0.2,61.1,0.2,0.4,57.1,2.6,7.3,36.1
Damjan Rudez,/stats/player/204014/,ORL,31.0,0.1,0.1,75.0,0.0,0.0,0.0,0.2,0.5,42.1,0.0,0.3,11.1,0.0,0.1,0.0,0.0,0.4,9.1,0.4,1.2,35.8
Daniel Ochefu,/stats/player/1627849/,WAS,23.0,0.6,1.2,50.0,0.1,0.3,25.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Gallinari,/stats/player/201568/,DEN,28.0,1.8,2.8,64.0,0.3,0.7,41.9,1.3,3.3,38.0,0.3,0.6,44.7,0.1,0.4,39.1,0.4,1.0,42.6,1.6,4.2,38.0
Danny Green,/stats/player/201980/,SAS,30.0,0.4,0.8,54.5,0.2,0.5,40.6,0.2,0.8,29.4,0.4,0.8,47.9,0.3,0.8,38.5,0.6,1.5,43.0,1.1,3.1,35.9
Dante Cunningham,/stats/player/201967/,NOP,30.0,1.1,1.6,67.6,0.1,0.3,40.0,0.3,0.8,44.0,0.3,1.0,34.4,0.5,1.0,45.3,0.8,1.9,39.8,0.3,0.8,36.5
Dante Exum,/stats/player/203957/,UTA,21.0,1.4,2.5,55.1,0.2,0.4,41.4,0.1,0.3,38.9,0.2,0.6,23.7,0.2,0.8,25.6,0.3,1.2,24.7,0.4,1.1,35.7
Danuel House Jr.,/stats/player/1627863/,WAS,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dario Saric,/stats/player/203967/,PHI,23.0,2.0,3.6,55.4,0.7,1.4,51.7,0.6,2.2,29.5,0.1,0.2,23.5,0.1,0.2,46.2,0.1,0.4,33.3,1.2,3.8,30.6
Darrell Arthur,/stats/player/201589/,DEN,29.0,0.4,0.8,54.5,0.1,0.2,30.0,0.5,1.4,38.2,0.2,0.4,38.5,0.2,0.4,53.3,0.3,0.7,46.4,1.0,2.2,44.9
Darren Collison,/stats/player/201954/,SAC,29.0,1.7,3.1,55.5,0.5,1.1,43.6,1.7,3.7,46.4,0.1,0.3,47.4,0.3,0.5,61.3,0.4,0.7,56.0,0.7,1.8,36.0
Darrun Hilliard,/stats/player/1626199/,DET,24.0,0.3,0.5,57.9,0.2,0.5,31.6,0.5,1.2,42.9,0.2,0.5,41.7,0.0,0.2,20.0,0.2,0.5,35.3,0.2,0.8,20.7
David Lee,/stats/player/101135/,SAS,34.0,2.4,3.4,69.7,0.4,1.0,37.5,0.4,0.9,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Nwaba,/stats/player/1628021/,LAL,24.0,2.1,3.2,65.1,0.2,0.5,44.4,0.1,0.2,25.0,0.1,0.1,100.0,0.0,0.2,0.0,0.1,0.2,25.0,0.0,0.0,0.0
David West,/stats/player/2561/,GSW,36.0,0.8,1.2,63.9,0.3,0.7,50.0,0.8,1.7,48.7,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1,40.0
Davis Bertans,/stats/player/202722/,SAS,24.0,0.4,0.5,71.4,0.0,0.2,20.0,0.1,0.3,43.8,0.2,0.3,56.3,0.2,0.4,40.0,0.3,0.6,47.2,0.8,2.2,38.2
DeAndre Jordan,/stats/player/201599/,LAC,28.0,4.9,6.6,74.5,0.2,0.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Liggins,/stats/player/202732/,DAL,29.0,0.6,1.2,50.7,0.0,0.2,10.0,0.1,0.3,15.8,0.1,0.3,42.9,0.2,0.3,50.0,0.3,0.6,46.4,0.1,0.3,23.5
DeAndre' Bembry,/stats/player/1627761/,ATL,22.0,1.1,1.7,63.2,0.2,0.4,38.5,0.2,0.3,50.0,0.0,0.2,20.0,0.0,0.1,0.0,0.0,0.2,14.3,0.0,0.3,0.0
DeMar DeRozan,/stats/player/201942/,TOR,27.0,2.6,4.0,65.7,2.5,5.1,49.2,4.2,10.1,41.2,0.1,0.5,31.3,0.1,0.2,55.6,0.3,0.7,40.0,0.2,1.0,18.3
DeMarcus Cousins,/stats/player/202326/,NOP,26.0,4.6,8.1,57.5,1.3,3.2,39.1,1.3,3.6,35.7,0.0,0.1,14.3,0.0,0.1,50.0,0.0,0.2,27.3,1.8,4.8,36.9
DeMarre Carroll,/stats/player/201960/,TOR,30.0,1.0,1.6,61.6,0.3,0.9,33.9,0.3,0.8,37.5,0.3,0.7,38.3,0.3,0.9,39.0,0.6,1.5,38.7,0.9,2.9,32.2
Dejounte Murray,/stats/player/1627749/,SAS,20.0,0.7,1.2,53.7,0.5,1.2,44.7,0.1,0.4,14.3,0.0,0.0,100.0,0.1,0.2,40.0,0.1,0.2,50.0,0.2,0.5,35.3
Delon Wright,/stats/player/1626153/,TOR,25.0,1.1,2.0,55.6,0.3,0.7,40.0,0.0,0.4,8.3,0.0,0.2,20.0,0.0,0.1,50.0,0.1,0.3,28.6,0.3,0.9,34.8
Demetrius Jackson,/stats/player/1627743/,BOS,22.0,0.3,0.3,100.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100.0
Dennis Schroder,/stats/player/203471/,ATL,23.0,3.4,6.2,54.4,0.6,1.7,34.4,1.7,3.8,45.6,0.1,0.2,50.0,0.1,0.1,50.0,0.2,0.3,50.0,1.1,3.4,32.7
Denzel Valentine,/stats/player/1627756/,CHI,23.0,0.2,0.4,50.0,0.1,0.5,27.6,0.2,0.5,33.3,0.4,0.7,56.3,0.2,0.8,29.4,0.6,1.3,42.4,0.8,2.5,31.9
Deron Williams,/stats/player/101114/,CLE,33.0,0.8,1.5,52.1,0.7,1.4,50.6,1.3,2.9,45.9,0.1,0.2,35.7,0.2,0.4,43.5,0.2,0.6,40.5,1.1,3.1,35.7
Derrick Favors,/stats/player/202324/,UTA,25.0,2.1,3.6,57.5,0.8,1.6,51.9,1.1,2.9,37.2,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1,33.3,0.0,0.1,28.6
Derrick Jones Jr.,/stats/player/1627884/,PHX,20.0,1.9,2.6,71.6,0.1,0.5,20.0,0.1,0.4,28.6,0.1,0.2,33.3,0.1,0.1,100.0,0.1,0.2,60.0,0.0,0.2,0.0
Derrick Rose,/stats/player/201565/,NYK,28.0,3.7,6.7,54.7,1.4,3.2,42.9,2.0,4.4,44.0,0.0,0.1,50.0,0.0,0.1,40.0,0.1,0.2,45.5,0.1,0.7,18.2
Derrick Williams,/stats/player/202682/,CLE,26.0,1.1,1.9,56.4,0.1,0.2,37.5,0.4,0.9,48.9,0.1,0.4,27.8,0.2,0.6,33.3,0.3,1.0,31.0,0.4,1.1,31.5
Devin Booker,/stats/player/1626164/,PHX,20.0,2.3,4.1,55.8,1.1,2.5,42.6,2.5,6.6,38.7,0.1,0.4,23.3,0.2,0.4,58.6,0.3,0.8,40.7,1.6,4.4,35.8
