Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Anthony Morrow,/stats/player/201627/,OKC,29.0,0.5,0.8,62.5,0.6,1.2,47.2,0.9,2.0,46.2,0.4,0.8,45.6,0.5,0.8,55.0,0.8,1.6,50.4,1.1,2.8,39.4
Anthony Tolliver,/stats/player/201229/,DET,30.0,0.5,0.8,62.9,0.1,0.2,50.0,0.1,0.4,33.3,0.3,0.7,43.2,0.4,1.0,40.0,0.6,1.5,41.2,0.8,2.3,33.5
Archie Goodwin,/stats/player/203462/,PHX,20.0,1.4,2.7,51.4,0.1,0.5,23.8,0.1,0.7,17.9,0.0,0.1,33.3,0.1,0.2,40.0,0.1,0.3,37.5,0.2,0.8,29.0
Arinze Onuaku,/stats/player/202620/,MIN,27.0,2.3,2.5,90.0,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,/stats/player/203382/,SAS,28.0,1.8,2.9,62.6,0.5,0.9,51.6,0.3,0.8,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3
Arron Afflalo,/stats/player/201167/,POR,29.0,0.8,1.5,54.2,0.8,1.9,41.6,1.7,3.6,46.1,0.3,0.9,29.6,0.3,0.8,40.7,0.6,1.7,34.6,0.9,2.6,36.0
Austin Daye,/stats/player/201948/,ATL,27.0,0.3,0.5,53.3,0.1,0.5,23.1,0.5,1.4,35.7,0.2,0.5,30.0,0.4,0.6,66.7,0.4,0.9,50.0,0.4,1.5,26.5
Austin Rivers,/stats/player/203085/,LAC,22.0,1.2,2.2,55.1,0.6,1.4,40.0,0.4,1.2,32.3,0.1,0.3,44.4,0.1,0.3,31.6,0.2,0.5,37.8,0.3,1.2,26.9
Avery Bradley,/stats/player/202340/,BOS,24.0,1.4,2.4,59.0,0.2,0.6,39.5,2.4,5.6,42.3,0.3,0.9,39.4,0.3,0.9,39.7,0.7,1.7,39.5,0.9,2.9,33.2
Ben Gordon,/stats/player/2732/,ORL,32.0,0.3,0.6,55.9,0.4,0.8,48.9,0.9,2.1,44.4,0.2,0.3,60.0,0.1,0.2,55.6,0.2,0.4,57.9,0.4,1.4,30.8
Ben McLemore,/stats/player/203463/,SAC,22.0,1.7,2.6,64.0,0.2,0.9,28.2,0.8,1.9,42.6,0.4,0.8,44.4,0.4,1.0,39.0,0.7,1.8,41.4,1.0,2.9,33.2
Beno Udrih,/stats/player/2757/,MEM,32.0,0.9,1.4,65.2,0.4,0.9,44.6,1.4,2.8,51.4,0.1,0.2,46.2,0.0,0.1,22.2,0.1,0.3,36.4,0.2,0.9,24.7
Bernard James,/stats/player/203108/,DAL,30.0,0.8,1.5,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,/stats/player/202687/,CHA,22.0,1.4,2.3,62.3,0.1,0.6,25.7,0.0,0.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,/stats/player/201933/,LAC,26.0,4.3,6.4,67.0,1.0,2.6,39.9,3.1,7.7,40.3,0.0,0.0,50.0,0.0,0.1,50.0,0.0,0.1,50.0,0.1,0.3,38.9
Bojan Bogdanovic,/stats/player/202711/,BKN,26.0,1.4,2.2,66.3,0.4,0.9,43.5,0.4,1.1,34.1,0.4,0.8,47.5,0.3,0.8,39.3,0.7,1.5,43.5,0.5,1.8,29.1
Boris Diaw,/stats/player/2564/,SAS,33.0,1.6,2.7,60.0,0.8,1.8,47.6,0.5,1.3,38.1,0.0,0.1,25.0,0.0,0.2,8.3,0.0,0.2,15.0,0.6,1.8,34.5
Bradley Beal,/stats/player/203078/,WAS,22.0,2.0,3.1,63.7,0.4,1.3,32.5,1.7,5.0,33.9,0.2,0.7,30.8,0.2,0.5,43.3,0.4,1.1,36.2,1.3,3.0,42.6
Brandan Wright,/stats/player/201148/,PHX,27.0,2.4,3.2,75.1,0.6,1.3,43.9,0.1,0.3,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,/stats/player/101138/,BOS,30.0,2.2,3.3,65.4,0.4,1.2,35.1,1.5,3.5,43.6,0.1,0.3,31.6,0.0,0.1,33.3,0.1,0.4,32.1,0.0,0.0,0.0
Brandon Davies,/stats/player/203561/,PHI,23.0,0.9,1.9,44.2,0.4,1.0,41.7,0.5,1.0,51.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,1.2,25.0
Brandon Jennings,/stats/player/201943/,DET,25.0,2.0,4.0,49.7,0.5,1.4,32.8,1.0,2.7,37.6,0.2,0.4,50.0,0.2,0.4,50.0,0.4,0.8,50.0,1.5,4.3,33.7
Brandon Knight,/stats/player/202688/,PHX,23.0,2.2,4.0,56.2,0.4,1.3,33.3,1.3,3.7,34.9,0.3,0.7,38.1,0.2,0.4,48.0,0.4,1.1,41.8,1.5,4.0,38.2
Brandon Rush,/stats/player/201575/,GSW,29.0,0.1,0.3,33.3,0.1,0.2,33.3,0.1,0.4,25.0,0.1,0.4,16.7,0.0,0.1,0.0,0.0,0.3,14.3,0.1,0.6,10.0
Brendan Haywood,/stats/player/2217/,CLE,35.0,0.2,0.3,80.0,0.3,0.7,40.0,0.2,0.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Roberts,/stats/player/203148/,CHA,29.0,0.4,0.7,50.0,0.2,0.6,39.5,1.0,2.3,43.3,0.0,0.1,40.0,0.2,0.4,43.5,0.2,0.4,42.9,0.7,2.3,30.7
Brook Lopez,/stats/player/201572/,BKN,27.0,3.1,4.9,62.8,2.1,4.5,47.0,1.8,4.2,43.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,16.7
Bruno Caboclo,/stats/player/203998/,TOR,19.0,0.3,0.5,50.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,100.0,0.3,0.3,100.0,0.3,0.5,50.0
Bryce Cotton,/stats/player/203955/,UTA,22.0,0.5,0.6,75.0,0.3,0.7,40.0,0.9,2.4,38.7,0.0,0.1,0.0,0.1,0.1,100.0,0.1,0.2,50.0,0.5,1.5,33.3
C.J. Watson,/stats/player/201228/,IND,31.0,0.9,1.5,58.3,0.2,0.5,33.3,0.9,2.2,40.6,0.1,0.4,26.1,0.2,0.5,41.7,0.3,0.8,34.0,0.9,2.2,42.9
C.J. Wilcox,/stats/player/203912/,LAC,24.0,0.2,0.2,80.0,0.1,0.1,50.0,0.2,0.7,33.3,0.3,0.6,40.0,0.0,0.0,0.0,0.2,0.5,40.0,0.3,0.7,35.7
CJ McCollum,/stats/player/203468/,POR,23.0,0.7,1.4,52.4,0.3,0.6,44.7,0.7,1.7,41.3,0.3,0.6,42.9,0.1,0.4,36.8,0.3,0.9,40.4,0.6,1.5,39.1
CJ Miles,/stats/player/101139/,IND,28.0,1.1,1.8,63.0,0.3,0.9,36.5,1.0,2.7,37.7,0.2,0.6,30.6,0.5,1.2,40.3,0.6,1.7,37.2,1.6,4.7,34.1
Cameron Bairstow,/stats/player/203946/,CHI,24.0,0.1,0.4,20.0,0.0,0.1,0.0,0.1,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Landry,/stats/player/201171/,SAC,31.0,1.4,2.2,61.3,0.4,0.8,46.4,1.0,2.3,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Boozer,/stats/player/2430/,LAL,33.0,2.8,4.4,63.5,0.7,1.8,39.5,1.7,4.3,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo Anthony,/stats/player/2546/,NYK,31.0,2.7,4.8,56.8,0.8,1.7,47.1,3.9,9.2,42.5,0.2,0.3,66.7,0.1,0.1,60.0,0.3,0.4,64.7,1.3,4.0,31.1
Caron Butler,/stats/player/2406/,DET,35.0,0.2,0.3,52.0,0.1,0.2,40.0,0.8,1.8,43.1,0.1,0.2,46.7,0.3,0.5,48.6,0.3,0.7,48.1,0.7,2.1,35.4
Cartier Martin,/stats/player/201858/,DET,30.0,0.1,0.3,50.0,0.0,0.1,33.3,0.2,0.5,45.5,0.1,0.3,25.0,0.0,0.4,0.0,0.1,0.5,10.0,0.2,1.0,22.7
Chandler Parsons,/stats/player/202718/,DAL,26.0,2.7,4.3,61.0,0.5,1.6,34.6,0.6,1.4,44.0,0.3,0.8,34.0,0.3,0.8,38.8,0.5,1.5,36.4,1.5,3.8,38.7
Channing Frye,/stats/player/101112/,ORL,32.0,0.1,0.3,42.3,0.1,0.4,34.5,0.5,1.1,39.5,0.1,0.2,42.9,0.1,0.3,25.0,0.1,0.5,32.4,1.7,4.2,40.1
Charlie Villanueva,/stats/player/101111/,DAL,30.0,0.5,1.1,49.2,0.2,0.6,42.4,0.4,0.7,48.8,0.3,0.7,38.2,0.1,0.5,28.6,0.3,1.0,34.5,1.0,2.6,38.6
Chase Budinger,/stats/player/201978/,MIN,27.0,1.1,1.8,59.3,0.3,0.7,36.0,0.4,1.2,36.7,0.2,0.5,39.1,0.1,0.4,33.3,0.3,0.7,36.4,0.6,1.5,36.4
Chris Andersen,/stats/player/2365/,MIA,36.0,1.7,2.5,67.8,0.1,0.2,23.1,0.2,0.5,34.5,0.0,0.0,50.0,0.1,0.1,60.0,0.1,0.1,57.1,0.0,0.1,0.0
Chris Bosh,/stats/player/2547/,MIA,31.0,1.6,3.1,52.6,1.1,2.2,50.5,3.6,7.8,46.4,0.0,0.2,28.6,0.1,0.3,38.5,0.2,0.5,35.0,1.3,3.4,37.8
Chris Copeland,/stats/player/203142/,IND,31.0,0.8,1.7,50.6,0.3,0.8,37.1,0.2,0.7,25.8,0.3,0.8,32.3,0.2,0.4,37.5,0.4,1.1,34.0,0.7,2.4,30.0
Chris Douglas-Roberts,/stats/player/201604/,LAC,28.0,0.4,0.9,40.0,0.0,0.3,0.0,0.0,0.1,0.0,0.1,0.7,20.0,0.0,0.1,0.0,0.1,0.7,16.7,0.0,0.1,0.0
Chris Johnson,/stats/player/203187/,UTA,25.0,1.0,1.5,65.1,0.1,0.2,40.0,0.1,0.4,36.4,0.3,1.0,28.6,0.2,0.8,22.7,0.5,1.8,26.0,0.5,1.6,33.3
Chris Kaman,/stats/player/2549/,POR,33.0,2.0,3.3,61.6,0.7,1.6,41.5,1.1,2.5,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Paul,/stats/player/101108/,LAC,30.0,1.0,1.6,61.5,1.2,2.2,53.3,3.1,6.2,49.5,0.1,0.4,31.4,0.1,0.2,46.2,0.2,0.6,35.4,1.5,3.7,40.5
Chuck Hayes,/stats/player/101236/,TOR,32.0,0.4,1.0,44.8,0.3,0.6,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleanthony Early,/stats/player/203921/,NYK,24.0,0.9,1.8,52.2,0.2,0.4,37.5,0.3,1.2,26.7,0.1,0.4,30.8,0.2,0.4,38.5,0.3,0.7,34.6,0.3,1.5,22.4
Clint Capela,/stats/player/203991/,HOU,21.0,1.4,2.3,60.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,/stats/player/203469/,CHA,22.0,1.8,3.2,55.6,0.2,0.4,40.0,0.8,2.4,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Cole Aldrich,/stats/player/202332/,NYK,26.0,1.5,2.3,64.2,0.8,2.3,35.5,0.1,0.4,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Brewer,/stats/player/201147/,HOU,29.0,2.6,4.4,60.3,0.4,1.3,32.0,0.5,1.5,31.1,0.2,1.0,23.1,0.3,0.9,29.6,0.5,1.9,26.2,0.3,1.0,29.5
Cory Jefferson,/stats/player/203928/,BKN,24.0,0.8,1.4,55.4,0.3,0.6,41.9,0.5,1.2,42.9,0.0,0.0,0.0,0.1,0.1,50.0,0.1,0.1,40.0,0.0,0.2,0.0
Cory Joseph,/stats/player/202709/,SAS,23.0,1.4,2.3,58.2,0.5,1.0,47.9,0.7,1.5,45.3,0.1,0.3,37.5,0.1,0.2,33.3,0.1,0.3,36.0,0.1,0.2,43.8
Courtney Lee,/stats/player/201584/,MEM,29.0,0.9,1.4,62.4,0.3,1.0,34.2,1.4,3.0,44.4,0.2,0.6,38.1,0.2,0.5,40.5,0.4,1.0,39.2,0.8,1.9,41.0
D.J. Augustin,/stats/player/201571/,OKC,27.0,1.2,2.3,53.5,0.5,1.4,36.3,0.4,1.2,33.7,0.1,0.3,27.3,0.1,0.3,45.8,0.2,0.6,37.0,0.8,2.3,33.9
Dahntay Jones,/stats/player/2563/,LAC,34.0,0.2,0.2,83.3,0.0,0.1,0.0,0.0,0.3,12.5,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Damian Lillard,/stats/player/203081/,POR,24.0,3.2,5.1,61.8,0.4,1.3,30.0,1.2,3.1,39.3,0.2,0.5,42.5,0.1,0.4,25.0,0.3,0.9,34.7,2.1,6.1,34.3
Damjan Rudez,/stats/player/204014/,IND,29.0,0.3,0.4,60.7,0.0,0.1,50.0,0.5,0.9,50.8,0.4,0.9,45.7,0.3,0.4,63.2,0.6,1.1,50.8,0.5,1.5,34.3
Danilo Gallinari,/stats/player/201568/,DEN,26.0,1.0,1.8,57.1,0.2,0.7,34.1,0.8,2.1,38.8,0.2,0.6,31.3,0.3,0.7,40.5,0.4,1.2,36.2,1.4,3.9,35.5
Danny Granger,/stats/player/101122/,PHX,32.0,0.5,0.9,57.7,0.1,0.4,36.4,0.5,1.4,39.0,0.3,0.7,38.9,0.1,0.3,42.9,0.3,0.8,40.0,0.7,2.0,33.9
Danny Green,/stats/player/201980/,SAS,28.0,1.0,1.6,58.6,0.2,0.5,37.8,0.5,1.4,35.1,0.4,1.0,39.2,0.6,1.0,55.4,0.9,1.9,47.1,1.5,3.7,39.3
Dante Cunningham,/stats/player/201967/,NOP,28.0,0.9,1.4,62.4,0.1,0.4,29.6,1.3,3.2,42.1,0.0,0.0,100.0,0.0,0.1,0.0,0.0,0.1,25.0,0.0,0.1,0.0
Dante Exum,/stats/player/203957/,UTA,19.0,0.5,0.8,67.2,0.1,0.4,22.9,0.1,0.6,20.8,0.3,0.8,41.4,0.2,0.7,25.0,0.5,1.4,34.0,0.6,1.9,29.9
Darius Miller,/stats/player/203121/,NOP,25.0,0.0,0.0,0.0,0.2,0.6,33.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Darius Morris,/stats/player/202721/,BKN,24.0,0.5,0.9,55.9,0.2,0.4,35.7,0.1,0.7,20.0,0.1,0.3,16.7,0.0,0.3,0.0,0.0,0.5,7.7,0.2,0.5,30.0
Darrell Arthur,/stats/player/201589/,DEN,27.0,0.6,1.0,62.5,0.2,0.5,42.3,1.4,3.3,43.2,0.0,0.2,25.0,0.0,0.2,9.1,0.1,0.4,15.8,0.4,1.6,25.6
Darren Collison,/stats/player/201954/,SAC,27.0,2.2,3.3,65.1,0.4,1.4,29.5,1.9,4.0,47.5,0.2,0.5,47.4,0.3,0.7,48.4,0.5,1.1,48.0,0.8,2.4,33.3
David Lee,/stats/player/101135/,GSW,32.0,2.2,3.4,63.7,0.6,1.7,34.9,0.5,1.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Stockton,/stats/player/204065/,SAC,24.0,0.3,0.7,50.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0
David Wear,/stats/player/204033/,SAC,24.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
David West,/stats/player/2561/,IND,34.0,1.2,1.9,59.4,0.8,2.1,40.9,2.8,6.1,46.6,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.3,17.6
DeAndre Jordan,/stats/player/201599/,LAC,26.0,4.5,6.2,72.7,0.1,0.3,39.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
DeJuan Blair,/stats/player/201971/,WAS,26.0,0.6,1.1,50.0,0.4,0.9,45.8,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,/stats/player/201942/,TOR,25.0,2.2,3.5,62.6,1.2,3.1,38.3,3.0,8.5,35.8,0.2,0.5,34.4,0.2,0.5,42.3,0.4,1.0,37.9,0.1,0.5,10.3
DeMarcus Cousins,/stats/player/202326/,SAC,24.0,5.4,9.1,59.2,0.9,3.2,28.0,2.2,5.7,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.6
DeMarre Carroll,/stats/player/201960/,ATL,28.0,1.9,3.1,63.1,0.5,1.1,50.0,0.4,0.9,42.6,0.3,0.7,46.0,0.5,1.2,43.0,0.9,1.9,44.1,0.9,2.4,35.7
Dennis Schroder,/stats/player/203471/,ATL,21.0,1.9,3.7,51.6,0.4,1.0,40.5,0.7,2.0,34.8,0.0,0.1,40.0,0.0,0.1,10.0,0.0,0.2,20.0,0.6,1.7,37.1
Deron Williams,/stats/player/101114/,BKN,31.0,1.2,2.7,43.2,0.8,2.0,39.4,1.1,3.1,36.3,0.1,0.3,45.0,0.1,0.3,44.4,0.3,0.6,44.7,1.0,2.9,35.7
Derrick Favors,/stats/player/202324/,UTA,23.0,4.2,6.0,70.8,0.9,2.6,34.9,1.4,3.7,36.4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1,0.0
Derrick Rose,/stats/player/201565/,CHI,26.0,2.5,4.7,53.3,1.2,2.4,51.2,1.4,3.9,35.3,0.1,0.2,50.0,0.0,0.1,0.0,0.1,0.2,33.3,1.4,5.0,28.1
Derrick Williams,/stats/player/202682/,SAC,24.0,1.7,2.7,65.3,0.2,0.7,25.5,0.4,1.2,35.2,0.2,0.4,45.5,0.1,0.4,34.6,0.3,0.7,39.6,0.4,1.5,27.8
Devin Harris,/stats/player/2734/,DAL,32.0,1.1,1.8,59.7,0.2,0.6,30.4,0.4,1.0,37.0,0.2,0.3,54.5,0.3,0.4,65.4,0.4,0.7,60.4,0.9,2.8,30.5
Devyn Marble,/stats/player/203906/,ORL,22.0,0.3,0.9,30.8,0.3,0.4,80.0,0.2,0.3,50.0,0.1,0.7,12.5,0.0,0.6,0.0,0.1,1.3,7.1,0.2,0.6,37.5
Dewayne Dedmon,/stats/player/203473/,ORL,25.0,1.3,2.0,65.8,0.2,0.7,31.6,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Waiters,/stats/player/203079/,OKC,23.0,2.1,4.2,50.0,0.2,0.9,27.1,1.5,3.7,39.2,0.2,0.7,33.3,0.2,0.7,34.0,0.5,1.4,33.6,0.5,1.7,26.5
Dirk Nowitzki,/stats/player/1717/,DAL,37.0,0.7,1.1,64.0,0.6,1.3,45.5,3.7,7.8,46.9,0.0,0.1,30.0,0.0,0.0,100.0,0.1,0.1,36.4,1.3,3.4,38.0
Donald Sloan,/stats/player/202388/,IND,27.0,1.3,2.3,59.2,0.3,0.7,36.8,0.4,1.2,28.8,0.1,0.1,60.0,0.0,0.3,16.7,0.1,0.3,29.4,0.7,2.2,32.1
