Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Alex Caruso,/stats/player/1627936/,LAL,27.0,0.9,1.5,60.2,0.3,0.8,36.2,0.1,0.6,24.2,0.2,0.5,33.3,0.2,0.5,44.8,0.4,1.0,39.3,0.6,1.4,41.3
Alex Len,/stats/player/203458/,WAS,27.0,1.9,2.5,76.6,0.6,1.3,47.1,0.0,0.2,20.0,0.1,0.2,36.4,0.0,0.1,33.3,0.1,0.3,35.3,0.0,0.1,25.0
Alfonzo McKinnie,/stats/player/1628035/,LAL,28.0,0.6,0.9,70.6,0.1,0.3,45.5,0.1,0.3,33.3,0.2,0.3,50.0,0.1,0.2,40.0,0.2,0.5,46.2,0.3,0.7,38.5
Alize Johnson,/stats/player/1628993/,BKN,25.0,1.6,2.3,72.2,0.7,1.5,45.8,0.1,0.1,100.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.2,25.0
Amida Brimah,/stats/player/1628578/,IND,27.0,1.0,1.2,83.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amir Coffey,/stats/player/1629599/,LAC,23.0,0.4,0.7,57.7,0.2,0.5,31.3,0.1,0.2,40.0,0.2,0.5,44.4,0.3,0.6,50.0,0.4,0.9,47.8,0.3,0.9,36.4
Anderson Varejao,/stats/player/2760/,CLE,38.0,0.4,1.4,28.6,0.0,0.6,0.0,0.4,1.0,40.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Andre Drummond,/stats/player/203083/,LAL,27.0,4.6,8.3,55.1,1.5,3.7,42.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Andre Iguodala,/stats/player/2738/,MIA,37.0,0.4,0.6,65.0,0.1,0.2,42.9,0.0,0.2,25.0,0.3,0.7,43.9,0.3,0.8,33.3,0.6,1.5,38.0,0.4,1.3,29.4
Andre Roberson,/stats/player/203460/,BKN,29.0,0.2,1.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.2,0.8,25.0
Andrew Wiggins,/stats/player/203952/,GSW,26.0,2.8,4.1,67.8,1.3,2.8,46.4,1.1,2.9,37.3,0.4,1.0,43.5,0.2,0.4,42.9,0.6,1.4,43.3,1.4,3.8,36.4
Anfernee Simons,/stats/player/1629014/,POR,21.0,0.3,0.7,51.2,0.2,0.7,24.4,0.3,0.6,45.9,0.3,0.4,62.5,0.2,0.4,52.0,0.4,0.8,57.1,1.4,3.6,39.5
Anthony Davis,/stats/player/203076/,LAL,28.0,3.6,4.8,75.6,2.3,4.4,51.6,1.8,5.1,34.8,0.1,0.2,62.5,0.1,0.2,62.5,0.3,0.4,62.5,0.4,2.3,19.3
Anthony Edwards,/stats/player/1630162/,MIN,19.0,3.5,5.9,59.6,0.7,2.0,33.8,0.4,1.7,26.2,0.2,0.7,28.6,0.1,0.5,27.3,0.3,1.1,28.0,2.0,6.0,33.9
Anthony Gill,/stats/player/1630264/,WAS,28.0,0.7,1.0,70.8,0.2,0.4,54.5,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.4,16.7,0.1,0.5,11.1,0.2,0.6,40.0
Anthony Lamb,/stats/player/1630237/,HOU,23.0,0.9,1.7,51.3,0.1,0.3,37.5,0.0,0.0,0.0,0.2,0.4,50.0,0.2,0.5,33.3,0.3,0.7,41.2,0.7,2.2,30.2
Anthony Tolliver,/stats/player/201229/,PHI,35.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.4,66.7,0.2,0.4,50.0,0.2,0.9,20.0
Anzejs Pasecniks,/stats/player/1628394/,WAS,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Armoni Brooks,/stats/player/1629717/,HOU,22.0,0.8,1.3,57.7,0.1,0.2,50.0,0.1,0.3,20.0,0.4,0.8,46.2,0.3,0.7,38.5,0.6,1.4,42.3,2.5,6.6,37.4
Aron Baynes,/stats/player/203382/,TOR,34.0,1.5,2.5,59.5,0.3,0.9,36.7,0.2,0.4,52.4,0.1,0.2,37.5,0.0,0.2,0.0,0.1,0.3,17.6,0.5,1.6,27.9
Ashton Hagans,/stats/player/1630204/,MIN,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Rivers,/stats/player/203085/,DEN,28.0,1.0,1.5,64.8,0.3,0.9,29.0,0.1,0.3,45.5,0.2,0.5,47.1,0.1,0.5,17.6,0.3,1.0,32.4,1.2,3.2,38.6
Avery Bradley,/stats/player/202340/,HOU,30.0,0.9,1.3,70.6,0.1,0.4,20.0,0.2,1.0,19.2,0.4,1.1,37.9,0.1,0.4,33.3,0.6,1.5,36.6,0.7,2.2,30.0
Axel Toupane,/stats/player/1626253/,MIL,28.0,0.4,0.9,50.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.1,0.1,100.0
Bam Adebayo,/stats/player/1628389/,MIA,23.0,3.9,5.2,74.9,2.0,4.5,45.6,1.1,2.7,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.6
Ben McLemore,/stats/player/203463/,LAL,28.0,0.5,0.8,60.0,0.1,0.3,33.3,0.2,0.6,30.0,0.4,0.9,48.8,0.3,0.7,50.0,0.7,1.4,49.3,1.2,3.9,30.0
Ben Simmons,/stats/player/1627732/,PHI,24.0,4.1,6.3,65.7,1.3,3.2,40.4,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1,33.3,0.0,0.1,28.6
Bismack Biyombo,/stats/player/202687/,CHA,28.0,1.9,2.9,65.1,0.3,0.7,40.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,/stats/player/201933/,BKN,32.0,1.7,2.8,62.5,0.4,1.2,37.7,0.1,0.5,16.0,0.2,0.7,26.7,0.1,0.2,44.4,0.3,0.8,30.8,1.3,3.6,35.2
Boban Marjanovic,/stats/player/1626246/,DAL,32.0,1.3,2.0,65.6,0.4,1.0,38.2,0.2,0.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,12.5
Bobby Portis,/stats/player/1626171/,MIL,26.0,1.8,2.8,64.7,0.9,1.8,50.8,0.9,2.1,43.1,0.2,0.4,50.0,0.3,0.6,43.6,0.4,0.9,45.9,0.7,1.5,47.9
Bogdan Bogdanovic,/stats/player/203992/,ATL,28.0,1.0,1.5,61.8,1.0,2.1,47.3,0.8,1.6,49.3,0.4,0.6,59.3,0.6,1.2,51.9,1.0,1.8,54.4,2.3,5.8,40.6
Bojan Bogdanovic,/stats/player/202711/,UTA,32.0,1.7,3.1,56.8,1.1,2.6,42.8,0.3,0.8,35.6,0.4,1.0,36.1,0.8,1.8,45.8,1.2,2.8,42.4,1.3,3.6,36.7
Bol Bol,/stats/player/1629626/,DEN,21.0,0.3,0.4,83.3,0.1,0.3,25.0,0.1,0.5,28.6,0.1,0.1,100.0,0.0,0.1,0.0,0.0,0.1,33.3,0.3,0.7,38.1
Brad Wanamaker,/stats/player/202954/,CHA,31.0,1.0,1.9,56.1,0.3,0.9,37.0,0.2,0.8,32.6,0.0,0.1,0.0,0.0,0.0,100.0,0.0,0.1,20.0,0.2,1.3,18.8
Bradley Beal,/stats/player/203078/,WAS,27.0,3.8,5.8,65.0,2.6,5.5,47.6,2.6,5.6,47.4,0.2,0.6,37.1,0.2,0.6,36.4,0.4,1.1,36.8,1.8,5.1,34.4
Brandon Clarke,/stats/player/1629634/,MEM,24.0,2.7,3.8,70.1,1.2,2.8,41.3,0.2,0.5,37.0,0.1,0.4,33.3,0.1,0.4,20.0,0.2,0.8,26.1,0.1,0.5,25.8
Brandon Goodwin,/stats/player/1629164/,ATL,25.0,0.6,1.3,45.0,0.4,0.9,48.8,0.1,0.5,26.3,0.1,0.1,60.0,0.1,0.2,25.0,0.1,0.3,38.5,0.6,1.9,30.7
Brandon Ingram,/stats/player/1627742/,NOP,23.0,1.9,2.9,66.1,1.4,3.1,43.2,2.8,5.8,47.5,0.2,0.5,33.3,0.2,0.6,27.3,0.3,1.1,30.3,2.0,5.0,40.4
Brian Bowen II,/stats/player/1628968/,IND,22.0,0.0,0.0,0.0,0.2,0.2,100.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Brodric Thomas,/stats/player/1630271/,CLE,24.0,0.6,0.9,69.2,0.0,0.2,14.3,0.1,0.5,25.0,0.1,0.3,16.7,0.1,0.3,28.6,0.1,0.6,23.1,0.4,1.4,28.3
Brook Lopez,/stats/player/201572/,MIL,33.0,2.0,2.7,74.3,0.9,1.7,51.6,0.3,0.7,46.8,0.2,0.4,42.3,0.3,0.7,40.0,0.4,1.1,40.8,0.9,2.9,31.4
Bruce Brown,/stats/player/1628971/,BKN,24.0,2.5,3.7,66.8,0.8,1.7,48.2,0.1,0.2,28.6,0.2,0.4,37.5,0.1,0.4,19.0,0.2,0.7,28.9,0.1,0.2,30.8
Bruno Caboclo,/stats/player/203998/,HOU,25.0,1.4,1.4,100.0,0.2,0.8,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Bruno Fernando,/stats/player/1628981/,ATL,22.0,0.5,1.0,54.8,0.0,0.2,14.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,/stats/player/1627854/,MIL,27.0,0.2,0.4,48.4,0.4,0.8,50.9,0.8,1.5,51.9,0.4,0.7,49.0,0.2,0.6,40.0,0.5,1.2,45.2,1.7,3.7,45.1
Buddy Hield,/stats/player/1627741/,SAC,28.0,0.8,1.4,58.8,0.4,1.2,36.9,0.5,1.3,37.4,0.4,0.9,46.2,0.3,0.6,45.2,0.7,1.5,45.8,3.3,8.6,37.9
CJ Elleby,/stats/player/1629604/,POR,20.0,0.4,0.6,70.6,0.0,0.3,14.3,0.2,0.3,62.5,0.1,0.2,60.0,0.0,0.1,0.0,0.1,0.3,42.9,0.1,0.9,14.8
CJ McCollum,/stats/player/203468/,POR,29.0,1.5,2.6,56.6,1.6,3.3,48.4,2.0,4.0,48.9,0.3,0.5,56.0,0.3,0.9,39.0,0.6,1.4,45.5,3.0,7.5,39.4
Caleb Martin,/stats/player/1628997/,CHA,25.0,0.8,1.5,54.9,0.1,0.3,35.3,0.3,0.6,43.8,0.1,0.4,22.2,0.1,0.3,30.8,0.2,0.6,25.8,0.4,1.8,24.7
Cam Reddish,/stats/player/1629629/,ATL,21.0,1.8,2.8,62.2,0.4,1.6,26.2,0.2,0.8,28.6,0.3,0.5,57.1,0.2,0.8,19.0,0.5,1.3,34.3,0.8,3.5,23.3
Cameron Johnson,/stats/player/1629661/,PHX,25.0,0.9,1.3,71.1,0.3,0.6,47.1,0.3,0.6,42.1,0.4,1.0,37.3,0.6,1.3,46.7,1.0,2.2,42.5,1.0,3.3,30.0
Cameron Oliver,/stats/player/1628419/,HOU,24.0,2.8,3.5,78.6,0.8,1.0,75.0,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,30.8
Cameron Payne,/stats/player/1626166/,PHX,26.0,0.9,1.6,57.0,0.7,1.5,44.9,0.4,0.8,53.2,0.1,0.3,42.9,0.1,0.2,44.4,0.2,0.4,43.5,1.1,2.4,44.7
Cameron Reynolds,/stats/player/1629244/,HOU,26.0,0.2,0.4,50.0,0.2,0.4,50.0,0.3,0.5,50.0,0.0,3.0,0.0,1.0,3.0,33.3,1.0,6.0,16.7,0.4,1.2,33.3
Caris LeVert,/stats/player/1627747/,IND,26.0,2.7,4.4,62.0,2.1,5.1,41.8,1.0,2.3,42.2,0.2,0.6,37.0,0.0,0.3,16.7,0.3,0.8,30.8,1.5,4.6,33.0
Carmelo Anthony,/stats/player/2546/,POR,36.0,0.4,0.8,51.7,0.3,1.0,29.9,2.1,4.7,44.0,0.2,0.5,40.0,0.2,0.5,41.7,0.4,1.0,40.8,1.5,3.7,40.9
Carsen Edwards,/stats/player/1629035/,BOS,23.0,0.7,0.9,77.8,0.0,0.2,20.0,0.3,0.6,43.8,0.1,0.6,21.4,0.0,0.3,14.3,0.1,0.8,19.0,0.5,1.4,33.3
Cassius Stanley,/stats/player/1630199/,IND,21.0,0.3,0.9,36.4,0.1,0.4,25.0,0.0,0.0,0.0,0.1,0.1,100.0,0.0,0.1,0.0,0.1,0.2,50.0,0.1,0.5,18.2
Cassius Winston,/stats/player/1630216/,WAS,23.0,0.1,0.1,50.0,0.1,0.3,20.0,0.3,0.6,44.4,0.1,0.3,50.0,0.0,0.0,0.0,0.1,0.2,50.0,0.4,0.8,46.7
Cedi Osman,/stats/player/1626224/,CLE,26.0,1.4,2.6,54.5,0.4,1.4,29.3,0.2,0.4,45.8,0.2,0.5,39.3,0.2,0.6,27.8,0.4,1.1,32.8,1.3,4.4,30.0
Chandler Hutchison,/stats/player/1628990/,WAS,25.0,0.6,1.6,35.0,0.6,1.3,48.4,0.1,0.4,20.0,0.2,0.5,33.3,0.2,0.4,44.4,0.3,0.8,38.9,0.0,0.2,25.0
Charlie Brown Jr.,/stats/player/1629718/,OKC,24.0,0.6,1.2,45.5,0.0,0.4,0.0,0.3,0.8,42.9,0.2,0.6,40.0,0.0,0.2,0.0,0.2,0.8,28.6,0.3,1.6,21.4
Chasson Randle,/stats/player/1626184/,ORL,28.0,0.9,1.2,70.6,0.1,0.8,16.7,0.2,0.6,26.9,0.1,0.3,33.3,0.1,0.2,25.0,0.2,0.5,30.0,0.9,2.6,35.2
Chimezie Metu,/stats/player/1629002/,SAC,24.0,1.4,1.9,71.6,0.5,1.3,36.4,0.4,0.9,45.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,0.1,66.7,0.3,1.0,32.4
Chris Boucher,/stats/player/1628449/,TOR,28.0,2.8,4.2,66.5,0.4,0.9,43.1,0.2,0.4,39.1,0.0,0.1,25.0,0.2,0.4,34.6,0.2,0.6,32.4,1.3,3.4,39.3
Chris Chiozza,/stats/player/1629185/,BKN,25.0,0.5,1.1,45.8,0.2,0.5,33.3,0.2,0.6,30.8,0.1,0.1,100.0,0.0,0.1,0.0,0.1,0.1,50.0,0.5,1.8,30.8
Chris Paul,/stats/player/101108/,PHX,36.0,0.6,0.9,64.5,1.4,2.5,56.5,2.8,5.5,51.6,0.1,0.2,37.5,0.1,0.1,50.0,0.2,0.4,42.3,1.3,3.3,39.9
Chris Silva,/stats/player/1629735/,SAC,24.0,0.5,0.7,66.7,0.2,0.2,66.7,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100.0
Christian Wood,/stats/player/1626174/,HOU,25.0,4.5,5.9,76.0,1.1,3.0,38.5,0.5,1.7,30.0,0.2,0.4,46.7,0.2,0.6,39.1,0.4,0.9,42.1,1.5,4.1,36.3
Chuma Okeke,/stats/player/1629643/,ORL,22.0,0.8,1.3,60.0,0.4,1.0,36.4,0.8,1.8,43.0,0.1,0.4,33.3,0.1,0.2,42.9,0.2,0.5,36.4,0.9,2.6,35.3
Clint Capela,/stats/player/203991/,ATL,27.0,5.8,8.7,66.1,0.8,2.2,35.3,0.0,0.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coby White,/stats/player/1629632/,CHI,21.0,1.7,3.3,51.7,0.5,1.3,38.0,0.8,1.8,46.0,0.3,0.7,45.7,0.2,0.4,50.0,0.5,1.1,47.3,1.9,5.5,33.8
Cody Martin,/stats/player/1628998/,CHA,25.0,1.0,1.7,58.0,0.2,0.4,50.0,0.1,0.4,27.3,0.1,0.3,18.8,0.1,0.5,30.4,0.2,0.8,25.6,0.1,0.4,33.3
Cody Zeller,/stats/player/203469/,CHA,28.0,3.2,4.9,65.1,0.4,1.1,38.2,0.1,0.1,50.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.5,17.4
Cole Anthony,/stats/player/1630175/,ORL,21.0,1.6,3.0,52.5,1.0,3.2,30.7,0.9,1.9,46.1,0.1,0.2,30.0,0.1,0.2,37.5,0.1,0.4,33.3,1.1,3.3,33.8
Collin Sexton,/stats/player/1629012/,CLE,22.0,3.4,5.5,61.8,2.8,5.9,46.9,1.0,2.6,36.5,0.2,0.4,40.9,0.0,0.1,40.0,0.2,0.5,40.7,1.4,3.9,36.4
Cory Joseph,/stats/player/202709/,DET,29.0,1.2,1.7,70.9,0.8,1.9,44.5,0.4,1.0,36.9,0.1,0.3,44.4,0.1,0.4,36.4,0.3,0.6,40.0,0.5,1.5,31.5
Cristiano Felicio,/stats/player/1626245/,CHI,28.0,0.4,0.6,77.8,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
D'Angelo Russell,/stats/player/1626156/,MIN,25.0,1.4,2.2,61.7,1.1,2.5,44.9,1.3,3.4,39.0,0.2,0.5,42.9,0.1,0.2,62.5,0.3,0.7,48.3,2.5,6.7,37.9
D.J. Augustin,/stats/player/201571/,HOU,33.0,0.5,1.2,45.6,0.2,0.4,40.0,0.2,0.6,33.3,0.1,0.5,26.9,0.1,0.3,38.9,0.3,0.8,31.8,1.2,3.0,39.9
D.J. Wilson,/stats/player/1628391/,HOU,25.0,0.6,1.1,55.3,0.3,0.6,45.0,0.2,0.7,34.8,0.2,0.4,38.5,0.1,0.5,28.6,0.3,0.8,33.3,0.6,1.7,35.6
DaQuan Jeffries,/stats/player/1629610/,SAS,23.0,0.7,1.1,64.7,0.1,0.4,36.4,0.1,0.3,50.0,0.4,0.9,47.6,0.0,0.3,14.3,0.4,1.1,39.3,0.3,1.3,23.1
Dakota Mathias,/stats/player/1629751/,PHI,25.0,0.1,0.4,33.3,0.1,0.1,100.0,1.1,2.3,50.0,0.6,0.8,75.0,0.0,0.5,0.0,0.4,1.0,42.9,0.6,2.4,26.3
Damian Jones,/stats/player/1627745/,SAC,25.0,1.4,1.9,76.7,0.3,0.5,57.9,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.1,0.0
Damian Lillard,/stats/player/203081/,POR,30.0,3.3,5.4,61.0,0.5,1.5,35.0,1.1,2.5,42.6,0.1,0.2,36.4,0.0,0.3,11.8,0.1,0.4,21.4,4.0,10.0,40.1
Damion Lee,/stats/player/1627814/,GSW,28.0,0.4,0.5,79.3,0.4,0.6,63.6,0.1,0.3,36.8,0.2,0.6,33.3,0.3,0.6,54.5,0.5,1.1,44.4,0.9,2.3,37.7
Damyean Dotson,/stats/player/1628422/,CLE,27.0,0.8,1.2,69.1,0.2,0.5,44.0,0.5,1.2,44.4,0.2,0.4,44.4,0.1,0.4,16.7,0.2,0.8,30.6,0.8,2.6,28.9
Daniel Gafford,/stats/player/1629655/,WAS,22.0,2.3,2.9,76.7,0.6,1.1,51.7,0.0,0.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Oturu,/stats/player/1630187/,LAC,21.0,0.6,1.0,57.7,0.2,0.7,33.3,0.0,0.2,16.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,25.0
Daniel Theis,/stats/player/1628464/,CHI,29.0,1.9,2.5,76.4,0.6,1.2,53.2,0.5,1.1,50.0,0.1,0.3,27.8,0.1,0.3,25.0,0.2,0.6,26.3,0.6,1.7,34.5
Danilo Gallinari,/stats/player/201568/,ATL,32.0,0.6,1.0,60.8,0.5,0.9,47.9,1.0,2.4,40.2,0.1,0.3,50.0,0.1,0.3,20.0,0.2,0.5,33.3,1.8,4.4,41.8
Danny Green,/stats/player/201980/,PHI,33.0,0.3,0.6,48.8,0.2,0.6,35.9,0.2,0.5,46.9,0.5,1.2,43.2,0.8,1.8,44.4,1.3,3.0,43.9,1.2,3.3,37.6
Dante Exum,/stats/player/203957/,HOU,25.0,1.0,1.3,75.0,0.3,1.2,28.6,0.0,0.0,0.0,0.2,0.2,100.0,0.0,0.4,0.0,0.2,0.6,33.3,0.2,1.6,12.5
Danuel House Jr.,/stats/player/1627863/,HOU,27.0,1.2,2.1,55.8,0.2,0.5,35.3,0.2,0.6,31.8,0.3,0.8,34.5,0.3,0.9,33.3,0.6,1.6,33.9,0.9,2.7,34.4
Dario Saric,/stats/player/203967/,PHX,27.0,1.4,2.3,60.5,0.6,1.4,43.1,0.1,0.4,28.6,0.1,0.2,60.0,0.1,0.2,62.5,0.2,0.4,61.1,0.7,2.3,30.8
Darius Bazley,/stats/player/1629647/,OKC,20.0,2.6,4.6,57.8,0.5,1.9,27.1,0.3,0.8,34.8,0.2,0.7,30.8,0.1,0.5,18.5,0.3,1.2,25.8,1.2,4.0,30.1
Darius Garland,/stats/player/1629636/,CLE,21.0,2.4,4.1,57.1,1.6,4.0,40.8,0.7,1.7,42.6,0.2,0.5,37.0,0.2,0.4,52.4,0.4,0.9,43.8,1.6,4.0,38.5
Darius Miller,/stats/player/203121/,OKC,31.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.3,100.0,0.1,0.3,50.0,0.1,0.2,33.3,0.2,0.4,42.9,0.8,2.0,41.2
David Nwaba,/stats/player/1628021/,HOU,28.0,2.6,4.1,63.7,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.7,31.6,0.2,1.1,18.8,0.4,1.0,35.5
Davis Bertans,/stats/player/202722/,WAS,28.0,0.3,0.4,68.0,0.1,0.2,36.4,0.1,0.2,21.4,0.3,0.6,45.7,0.2,0.5,40.0,0.5,1.1,43.1,2.5,6.3,39.2
De'Aaron Fox,/stats/player/1628368/,SAC,23.0,3.9,5.6,68.9,2.3,5.1,46.1,1.2,3.0,39.0,0.1,0.3,36.8,0.1,0.2,41.7,0.2,0.5,38.7,1.6,5.0,31.6
De'Andre Hunter,/stats/player/1629631/,ATL,23.0,1.7,2.7,63.9,1.1,1.9,56.8,1.1,2.1,52.1,0.2,0.8,31.3,0.2,0.7,25.0,0.4,1.4,28.1,1.0,2.7,35.5
De'Anthony Melton,/stats/player/1629001/,MEM,22.0,0.8,1.5,56.0,0.6,1.6,39.8,0.2,0.4,43.5,0.3,0.6,45.2,0.1,0.4,38.9,0.4,0.9,42.9,1.3,3.2,40.5
DeAndre Jordan,/stats/player/201599/,BKN,32.0,3.2,4.0,79.9,0.1,0.3,43.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,/stats/player/1627761/,TOR,26.0,1.7,2.3,73.5,0.4,1.2,33.3,0.0,0.1,20.0,0.1,0.3,27.3,0.0,0.1,20.0,0.1,0.3,25.0,0.2,0.7,27.0
DeMar DeRozan,/stats/player/201942/,SAS,31.0,2.2,3.7,61.0,2.4,4.8,49.3,2.6,5.4,47.1,0.1,0.3,25.0,0.0,0.2,27.3,0.1,0.4,25.9,0.2,0.8,25.5
DeMarcus Cousins,/stats/player/202326/,LAC,30.0,1.6,3.1,51.6,0.4,0.8,45.5,0.1,0.3,27.3,0.1,0.1,66.7,0.1,0.2,28.6,0.1,0.3,40.0,1.0,3.0,34.4
Dean Wade,/stats/player/1629731/,CLE,24.0,0.7,1.1,62.9,0.1,0.2,40.0,0.1,0.2,50.0,0.2,0.6,43.3,0.2,0.4,54.5,0.4,0.9,48.1,0.8,2.6,32.7
Deandre Ayton,/stats/player/1629028/,PHX,22.0,4.3,5.8,74.8,1.3,2.5,52.4,0.6,1.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,20.0
Deividas Sirvydis,/stats/player/1629686/,DET,20.0,0.2,0.5,50.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.5,42.9,0.0,0.3,0.0,0.2,0.6,27.3,0.4,0.9,41.2
