Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Brandon Goodwin,/stats/player/1629164/,ATL,24.0,0.8,1.4,57.4,0.5,1.1,42.1,0.2,0.6,38.9,0.1,0.3,28.6,0.0,0.4,0.0,0.1,0.5,11.8,0.7,2.0,35.3
Brandon Ingram,/stats/player/1627742/,NOP,22.0,3.1,5.0,62.5,1.0,2.6,37.2,1.7,3.9,43.2,0.4,1.0,45.0,0.3,0.8,41.3,0.7,1.7,43.4,1.7,4.4,37.6
Brandon Knight,/stats/player/202688/,DET,28.0,0.2,0.5,33.3,0.3,0.7,44.4,0.1,0.2,33.3,0.1,0.4,33.3,0.1,0.3,33.3,0.2,0.7,33.3,1.6,4.6,34.5
Brian Bowen II,/stats/player/1628968/,IND,21.0,0.3,0.8,40.0,0.2,0.2,100.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Brook Lopez,/stats/player/201572/,MIL,32.0,1.7,2.5,66.9,0.8,2.0,40.6,0.4,0.7,53.3,0.2,0.5,33.3,0.2,0.5,30.6,0.3,1.1,31.9,1.1,3.7,31.0
Bruce Brown,/stats/player/1628971/,DET,23.0,2.0,3.7,54.4,0.8,2.1,35.8,0.1,0.2,30.8,0.2,0.5,39.3,0.3,0.6,43.8,0.4,1.1,41.7,0.1,0.6,22.2
Bruno Caboclo,/stats/player/203998/,HOU,24.0,0.8,1.3,62.5,0.2,0.4,45.5,0.1,0.2,50.0,0.1,0.3,20.0,0.2,0.5,33.3,0.2,0.6,28.6,0.0,0.6,5.6
Bruno Fernando,/stats/player/1628981/,ATL,21.0,1.5,2.2,68.5,0.2,0.6,32.3,0.1,0.1,42.9,0.0,0.1,0.0,0.0,0.2,10.0,0.0,0.3,6.7,0.1,0.4,18.2
Bryn Forbes,/stats/player/1627854/,SAS,26.0,0.5,0.7,64.4,0.3,0.9,38.6,0.7,1.6,43.9,0.1,0.2,33.3,0.2,0.4,45.5,0.2,0.6,40.5,2.1,5.4,38.8
Buddy Hield,/stats/player/1627741/,SAC,27.0,1.6,2.5,64.0,0.4,1.3,34.4,1.1,2.9,39.8,0.5,1.2,46.3,0.3,0.7,47.9,0.8,1.8,46.9,2.9,7.8,37.6
CJ McCollum,/stats/player/203468/,POR,28.0,2.1,3.8,55.6,1.7,3.8,43.8,2.2,4.4,48.9,0.3,0.6,57.5,0.3,0.6,52.5,0.6,1.1,55.0,2.1,6.2,34.7
CJ Miles,/stats/player/101139/,WAS,33.0,0.6,1.3,46.2,0.1,0.6,16.7,0.1,0.5,20.0,0.0,0.3,0.0,0.3,0.6,40.0,0.2,0.8,28.6,0.9,2.8,32.1
Caleb Martin,/stats/player/1628997/,CHA,24.0,0.8,1.9,40.0,0.1,0.2,33.3,0.1,0.5,22.2,0.1,0.1,50.0,0.2,0.4,60.0,0.3,0.4,57.1,0.9,1.7,53.3
Caleb Swanigan,/stats/player/1628403/,POR,23.0,0.8,1.2,72.4,0.2,0.5,50.0,0.0,0.2,25.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Reddish,/stats/player/1629629/,ATL,20.0,1.3,2.4,52.1,0.5,1.5,33.7,0.5,1.3,35.5,0.2,0.7,32.5,0.2,0.8,31.7,0.4,1.4,32.1,1.0,2.9,33.7
Cameron Johnson,/stats/player/1629661/,PHX,24.0,0.9,1.4,66.7,0.0,0.3,12.5,0.2,0.6,38.9,0.4,1.0,41.5,0.4,1.1,39.3,0.8,2.0,40.4,1.1,2.8,38.2
Cameron Payne,/stats/player/1626166/,PHX,25.0,1.3,2.1,58.8,0.5,1.4,36.4,0.5,1.5,33.3,0.0,0.1,0.0,0.3,0.6,50.0,0.3,0.6,40.0,1.6,2.9,56.5
Caris LeVert,/stats/player/1627747/,BKN,25.0,2.8,5.0,55.6,1.9,4.8,38.7,0.5,1.6,31.5,0.2,0.4,44.4,0.1,0.2,57.1,0.3,0.6,48.0,1.5,4.3,35.1
Carmelo Anthony,/stats/player/2546/,POR,36.0,1.6,3.0,52.0,0.7,1.6,46.2,2.0,5.0,39.9,0.1,0.3,35.7,0.4,0.6,62.9,0.5,0.8,55.1,1.0,3.0,34.3
Carsen Edwards,/stats/player/1629035/,BOS,22.0,0.2,0.6,33.3,0.0,0.3,0.0,0.3,0.6,50.0,0.0,0.3,0.0,0.0,0.2,25.0,0.0,0.3,11.1,0.6,1.9,34.3
Cedi Osman,/stats/player/1626224/,CLE,25.0,1.6,2.7,57.9,0.4,1.1,36.6,0.2,0.6,35.0,0.2,0.4,44.8,0.3,0.7,39.1,0.5,1.2,41.3,1.4,3.7,37.9
Chandler Hutchison,/stats/player/1628990/,CHI,24.0,2.0,3.4,58.9,0.4,1.3,31.4,0.0,0.3,14.3,0.2,0.5,35.7,0.1,0.3,42.9,0.3,0.8,38.1,0.1,0.6,23.5
Chandler Parsons,/stats/player/202718/,ATL,31.0,0.2,0.6,33.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.2,0.4,50.0,0.6,2.4,25.0
Charlie Brown Jr.,/stats/player/1629718/,ATL,23.0,0.2,0.7,33.3,0.1,0.5,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.8,42.9
Chasson Randle,/stats/player/1626184/,GSW,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Cheick Diallo,/stats/player/1627767/,PHX,23.0,1.5,2.1,74.0,0.3,0.6,48.0,0.2,0.4,44.4,0.0,0.0,0.0,0.0,0.1,50.0,0.0,0.1,50.0,0.0,0.0,0.0
Chimezie Metu,/stats/player/1629002/,SAS,23.0,0.7,0.9,76.5,0.3,0.6,50.0,0.4,0.8,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Chris Boucher,/stats/player/1628449/,TOR,27.0,1.5,2.5,61.5,0.1,0.4,34.8,0.1,0.2,40.0,0.0,0.1,14.3,0.1,0.2,27.3,0.1,0.3,22.2,0.5,1.6,34.0
Chris Chiozza,/stats/player/1629185/,BKN,24.0,0.7,1.5,44.2,0.3,0.6,46.7,0.1,0.4,18.2,0.1,0.2,40.0,0.1,0.1,100.0,0.2,0.3,62.5,0.8,2.3,34.9
Chris Clemons,/stats/player/1629598/,HOU,22.0,0.5,0.8,57.7,0.1,0.1,50.0,0.1,0.2,60.0,0.0,0.0,0.0,0.0,0.1,50.0,0.0,0.1,50.0,1.1,3.2,34.3
Chris Paul,/stats/player/101108/,OKC,35.0,0.8,1.1,77.3,1.5,3.1,49.8,2.2,4.2,54.0,0.1,0.3,42.9,0.0,0.2,15.4,0.2,0.5,32.4,1.4,3.7,38.3
Chris Silva,/stats/player/1629735/,MIA,23.0,1.0,1.4,70.7,0.1,0.3,33.3,0.1,0.1,60.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Christian Wood,/stats/player/1626174/,DET,24.0,3.0,3.9,77.0,0.5,1.5,34.8,0.2,0.5,43.8,0.1,0.2,30.8,0.2,0.5,40.7,0.2,0.6,37.5,0.6,1.6,39.0
Clint Capela,/stats/player/203991/,ATL,26.0,5.6,8.1,69.1,0.6,1.7,35.8,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coby White,/stats/player/1629632/,CHI,20.0,1.7,3.5,49.6,0.4,1.2,37.2,0.6,1.7,33.6,0.2,0.6,31.7,0.1,0.2,46.7,0.3,0.9,35.7,1.7,4.9,35.4
Cody Martin,/stats/player/1628998/,CHA,24.0,1.3,2.1,64.0,0.1,0.3,21.4,0.1,0.4,25.0,0.1,0.4,23.5,0.1,0.4,14.3,0.1,0.7,19.4,0.3,1.0,26.1
Cody Zeller,/stats/player/203469/,CHA,27.0,3.5,5.5,63.4,0.5,1.4,35.4,0.1,0.1,60.0,0.0,0.0,100.0,0.0,0.1,33.3,0.0,0.1,50.0,0.3,1.2,22.5
Collin Sexton,/stats/player/1629012/,CLE,21.0,3.5,6.1,57.4,1.9,4.2,44.8,1.0,2.5,40.7,0.1,0.2,56.3,0.1,0.2,50.0,0.3,0.5,53.1,1.2,3.4,35.9
Corey Brewer,/stats/player/201147/,SAC,34.0,0.4,0.6,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Cory Joseph,/stats/player/202709/,SAC,28.0,0.7,1.1,62.8,0.5,1.2,38.2,0.4,1.2,37.2,0.2,0.4,42.3,0.1,0.2,42.9,0.2,0.6,42.5,0.5,1.6,33.1
Courtney Lee,/stats/player/201584/,DAL,34.0,0.5,0.6,73.3,0.2,0.3,50.0,0.2,0.5,33.3,0.3,0.6,50.0,0.1,0.4,37.5,0.4,0.8,45.0,0.5,1.1,44.4
Cristiano Felicio,/stats/player/1626245/,CHI,27.0,1.5,2.1,70.5,0.1,0.3,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
D'Angelo Russell,/stats/player/1626156/,MIN,24.0,1.2,1.7,69.2,1.4,3.6,38.9,1.9,3.9,48.6,0.1,0.4,37.5,0.2,0.5,42.9,0.3,0.8,40.5,3.2,8.7,36.5
D.J. Augustin,/stats/player/201571/,ORL,32.0,1.1,2.1,52.9,0.4,1.2,35.3,0.5,1.2,36.6,0.1,0.3,38.9,0.1,0.2,23.1,0.2,0.5,32.3,1.1,2.9,36.4
D.J. Wilson,/stats/player/1628391/,MIL,24.0,0.6,0.9,67.6,0.1,0.3,40.0,0.2,0.4,46.7,0.3,0.4,58.3,0.2,0.3,57.1,0.3,0.6,57.9,0.2,1.5,13.0
DaQuan Jeffries,/stats/player/1629610/,SAC,22.0,0.8,1.0,83.3,0.3,0.6,57.1,0.1,0.3,33.3,0.0,0.3,0.0,0.3,0.8,33.3,0.3,1.0,25.0,0.3,0.8,30.0
Damian Jones,/stats/player/1627745/,ATL,25.0,2.1,2.8,75.7,0.1,0.2,23.1,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,40.0,0.0,0.1,28.6,0.0,0.0,0.0
Damian Lillard,/stats/player/203081/,POR,29.0,3.9,6.6,59.0,0.5,1.4,34.7,1.0,2.2,44.5,0.1,0.2,40.0,0.1,0.3,47.1,0.2,0.4,44.4,3.9,9.8,40.1
Damion Lee,/stats/player/1627814/,GSW,27.0,1.2,1.9,60.6,0.7,1.9,39.1,0.7,1.8,40.7,0.2,0.6,36.7,0.2,0.5,37.5,0.4,1.1,37.0,1.3,3.8,35.3
Damyean Dotson,/stats/player/1628422/,NYK,26.0,0.5,0.8,62.5,0.1,0.4,30.0,0.6,1.4,44.8,0.1,0.3,20.0,0.2,0.4,41.2,0.2,0.6,33.3,1.0,2.8,36.8
Daniel Gafford,/stats/player/1629655/,CHI,21.0,2.1,2.8,76.5,0.1,0.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,/stats/player/1628464/,BOS,28.0,2.5,3.5,71.2,0.5,1.1,44.3,0.3,0.5,50.0,0.0,0.1,50.0,0.1,0.2,25.0,0.1,0.3,31.3,0.4,1.2,34.6
Danilo Gallinari,/stats/player/201568/,OKC,31.0,1.4,2.2,63.4,0.4,1.3,29.1,1.2,2.7,43.4,0.1,0.4,31.8,0.2,0.4,42.3,0.3,0.8,37.5,2.6,6.3,41.0
Danny Green,/stats/player/201980/,LAL,33.0,0.7,1.1,65.3,0.3,0.5,48.6,0.2,0.6,32.5,0.4,0.9,44.4,0.4,1.1,36.0,0.8,2.0,39.9,1.0,2.8,34.4
Dante Exum,/stats/player/203957/,CLE,24.0,0.9,1.5,61.5,0.2,0.6,28.6,0.1,0.1,100.0,0.1,0.3,25.0,0.0,0.2,20.0,0.1,0.4,23.1,0.3,0.8,41.4
Danuel House Jr.,/stats/player/1627863/,HOU,27.0,1.4,2.3,63.4,0.1,0.4,25.0,0.1,0.3,31.3,0.3,0.9,37.5,0.5,1.5,35.8,0.9,2.4,36.4,1.2,3.2,36.5
Dario Saric,/stats/player/203967/,PHX,26.0,1.9,2.9,64.6,0.4,0.9,40.0,0.4,0.8,47.1,0.1,0.4,17.4,0.1,0.3,27.8,0.1,0.6,22.0,1.1,2.9,38.7
Darius Bazley,/stats/player/1629647/,OKC,20.0,0.9,1.7,53.8,0.2,0.8,25.5,0.1,0.4,31.8,0.2,0.3,47.4,0.1,0.6,22.6,0.3,0.8,32.0,0.5,1.5,36.7
Darius Garland,/stats/player/1629636/,CLE,20.0,1.1,2.5,44.1,0.9,2.1,43.1,1.0,2.3,42.6,0.2,0.6,38.9,0.2,0.4,43.5,0.4,1.0,40.7,1.4,4.0,34.3
Daryl Macon,/stats/player/1629133/,MIA,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.3,0.3,100.0,0.0,0.3,0.0
David Nwaba,/stats/player/1628021/,HOU,27.0,1.1,1.6,65.6,0.2,0.5,40.0,0.0,0.1,0.0,0.2,0.3,60.0,0.2,0.4,37.5,0.3,0.7,46.2,0.3,0.8,40.0
Davis Bertans,/stats/player/202722/,WAS,27.0,0.8,1.3,59.7,0.2,0.6,30.0,0.2,0.7,36.1,0.2,0.4,47.4,0.2,0.4,63.2,0.4,0.7,55.3,3.3,8.0,41.3
De'Aaron Fox,/stats/player/1628368/,SAC,22.0,3.9,6.2,63.1,1.9,4.3,43.4,0.8,1.8,44.1,0.1,0.4,22.2,0.0,0.2,18.2,0.1,0.6,20.7,1.0,3.0,31.6
De'Andre Hunter,/stats/player/1629631/,ATL,22.0,1.5,2.8,55.4,0.5,1.6,28.7,0.7,1.6,44.7,0.3,0.9,38.2,0.3,0.9,33.3,0.6,1.7,35.8,1.1,3.1,35.6
De'Anthony Melton,/stats/player/1629001/,MEM,22.0,1.2,2.0,60.7,0.5,1.3,38.0,0.3,1.0,28.3,0.1,0.3,40.0,0.1,0.3,40.0,0.2,0.5,40.0,0.5,1.8,25.9
DeAndre Jordan,/stats/player/201599/,BKN,31.0,3.3,4.7,68.9,0.1,0.4,40.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,/stats/player/1627761/,ATL,25.0,1.6,2.8,58.8,0.4,0.9,47.4,0.0,0.1,16.7,0.1,0.4,29.4,0.1,0.3,27.3,0.2,0.7,28.6,0.2,0.8,19.4
DeMar DeRozan,/stats/player/201942/,SAS,30.0,3.2,4.6,70.1,2.4,4.9,48.0,2.5,5.4,45.9,0.1,0.1,44.4,0.0,0.0,0.0,0.1,0.2,36.4,0.1,0.3,21.7
DeMarre Carroll,/stats/player/201960/,HOU,33.0,0.4,0.7,56.3,0.3,0.6,50.0,0.0,0.1,33.3,0.2,0.3,50.0,0.2,0.4,50.0,0.3,0.6,50.0,0.1,0.9,9.5
Dean Wade,/stats/player/1629731/,CLE,23.0,0.6,0.8,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,50.0,0.1,0.2,50.0,0.1,0.2,50.0
Deandre Ayton,/stats/player/1629028/,PHX,21.0,5.2,7.6,69.1,1.5,3.4,44.5,1.3,3.7,36.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,50.0,0.1,0.3,18.2
Dejounte Murray,/stats/player/1627749/,SAS,23.0,1.7,3.1,55.2,0.8,2.0,39.6,1.3,2.9,46.3,0.1,0.3,36.4,0.1,0.3,42.1,0.2,0.6,39.0,0.4,1.0,36.2
Delon Wright,/stats/player/1626153/,DAL,28.0,1.5,2.5,62.2,0.4,1.2,29.5,0.1,0.2,31.3,0.1,0.2,50.0,0.1,0.2,57.1,0.2,0.4,53.8,0.5,1.3,33.7
Dennis Schroder,/stats/player/203471/,OKC,26.0,2.4,3.8,62.8,0.8,2.3,36.7,1.8,3.7,48.1,0.2,0.4,52.0,0.1,0.2,50.0,0.3,0.5,51.4,1.6,4.4,37.4
Dennis Smith Jr.,/stats/player/1628372/,NYK,22.0,1.1,2.2,50.7,0.3,0.9,28.1,0.3,1.5,18.0,0.0,0.2,20.0,0.1,0.1,50.0,0.1,0.3,33.3,0.4,1.3,28.9
Denzel Valentine,/stats/player/1627756/,CHI,26.0,0.2,0.3,50.0,0.9,1.7,50.8,0.4,0.9,51.7,0.1,0.3,50.0,0.2,0.4,38.5,0.3,0.6,42.9,1.0,3.2,32.5
Deonte Burton,/stats/player/1629126/,OKC,26.0,0.8,1.4,57.7,0.0,0.3,10.0,0.1,0.3,20.0,0.0,0.2,20.0,0.0,0.4,11.1,0.1,0.5,14.3,0.2,0.9,22.2
