Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Antawn Jamison,/stats/player/1712/,LAC,38.0,0.7,1.2,55.6,0.1,0.3,28.6,0.2,0.8,23.5,0.0,0.4,0.0,0.1,0.5,16.7,0.1,0.6,8.3,0.3,1.3,24.1
Anthony Bennett,/stats/player/203461/,CLE,21.0,0.8,1.4,57.7,0.1,0.4,19.0,0.4,1.5,27.5,0.0,0.1,25.0,0.1,0.2,28.6,0.1,0.2,27.3,0.2,0.8,23.8
Anthony Davis,/stats/player/203076/,NOP,21.0,4.5,6.7,67.6,1.1,2.8,38.9,2.1,5.4,40.1,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0
Anthony Morrow,/stats/player/201627/,NOP,28.0,0.4,0.7,55.8,0.6,1.3,50.0,0.9,2.3,41.1,0.3,0.6,42.1,0.3,0.6,50.0,0.5,1.0,46.1,0.7,1.6,44.5
Anthony Randolph,/stats/player/201576/,DEN,24.0,0.8,1.3,59.6,0.1,0.4,35.3,0.3,1.1,28.3,0.2,0.5,33.3,0.1,0.4,33.3,0.2,0.7,33.3,0.2,0.8,27.3
Anthony Tolliver,/stats/player/201229/,CHA,29.0,0.3,0.5,63.3,0.0,0.1,16.7,0.1,0.4,29.2,0.2,0.5,37.5,0.5,1.1,40.0,0.6,1.4,39.3,1.1,2.6,42.3
Archie Goodwin,/stats/player/203462/,PHX,19.0,1.2,1.9,60.4,0.2,0.4,40.0,0.0,0.2,20.0,0.0,0.1,0.0,0.1,0.3,22.2,0.0,0.3,15.4,0.1,0.4,14.3
Arinze Onuaku,/stats/player/202620/,CLE,26.0,0.3,1.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnett Moultrie,/stats/player/203102/,PHI,23.0,0.7,1.2,57.1,0.0,0.3,0.0,0.7,1.8,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,/stats/player/203382/,SAS,27.0,1.0,1.9,54.0,0.3,0.8,33.3,0.2,0.7,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arron Afflalo,/stats/player/201167/,ORL,28.0,1.3,2.3,56.7,0.5,1.3,40.4,2.8,6.1,45.1,0.5,1.0,50.7,0.1,0.3,41.2,0.6,1.3,48.9,1.2,2.8,40.6
Austin Daye,/stats/player/201948/,SAS,26.0,0.4,0.5,66.7,0.1,0.3,16.7,0.2,0.8,31.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.6,1.7,36.4
Austin Rivers,/stats/player/203085/,NOP,21.0,1.6,3.2,48.6,0.6,1.7,34.2,0.1,0.6,24.4,0.1,0.2,50.0,0.1,0.2,33.3,0.1,0.3,40.9,0.4,1.1,37.5
Avery Bradley,/stats/player/202340/,BOS,23.0,1.6,2.8,57.1,0.3,1.0,29.3,2.8,6.6,42.4,0.4,1.2,33.3,0.4,1.0,40.0,0.8,2.1,36.5,0.6,1.2,44.6
Ben Gordon,/stats/player/2732/,CHA,31.0,0.6,1.2,52.2,0.2,0.5,40.0,0.7,2.4,28.3,0.1,0.5,16.7,0.0,0.0,0.0,0.1,0.4,16.7,0.4,1.2,31.8
Ben McLemore,/stats/player/203463/,SAC,21.0,1.2,2.1,57.3,0.1,0.6,15.1,0.7,1.9,34.2,0.3,0.7,40.4,0.2,0.4,44.8,0.4,1.0,42.0,0.7,2.6,28.4
Beno Udrih,/stats/player/2757/,MEM,31.0,0.5,0.9,56.8,0.2,0.6,36.4,0.8,2.0,39.0,0.1,0.2,60.0,0.2,0.4,50.0,0.2,0.5,53.3,0.3,0.7,40.7
Bernard James,/stats/player/203108/,DAL,29.0,0.4,0.7,55.6,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,/stats/player/202687/,CHA,21.0,0.9,1.3,69.9,0.1,0.4,39.3,0.1,0.2,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,/stats/player/201933/,LAC,25.0,5.8,8.1,70.8,0.9,2.5,36.5,2.2,5.8,37.1,0.1,0.2,41.7,0.0,0.1,50.0,0.1,0.2,44.4,0.1,0.3,16.0
Boris Diaw,/stats/player/2564/,SAS,32.0,1.8,2.7,66.7,0.8,1.7,48.1,0.7,1.6,41.9,0.1,0.1,40.0,0.0,0.2,27.3,0.1,0.3,33.3,0.5,1.1,42.7
Bradley Beal,/stats/player/203078/,WAS,21.0,1.5,2.6,57.3,0.5,1.3,42.6,2.6,7.1,37.2,0.4,0.9,39.7,0.3,0.7,36.5,0.6,1.6,38.3,1.3,3.1,41.2
Brandan Wright,/stats/player/201148/,DAL,26.0,3.1,3.9,79.0,0.6,1.4,44.4,0.2,0.4,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,/stats/player/101138/,BOS,29.0,2.0,3.4,57.1,0.5,1.5,36.4,1.8,3.9,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7
Brandon Davies,/stats/player/203561/,PHI,22.0,0.8,1.4,54.3,0.2,0.5,32.0,0.1,0.5,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,22.2
Brandon Jennings,/stats/player/201943/,DET,24.0,1.7,3.4,49.6,0.5,1.7,31.2,1.1,3.3,33.8,0.2,0.5,37.8,0.1,0.3,26.1,0.3,0.8,33.3,1.7,4.9,34.5
Brandon Knight,/stats/player/202688/,MIL,22.0,2.7,4.8,55.9,0.7,1.9,36.4,1.5,3.7,39.6,0.1,0.2,35.3,0.1,0.3,33.3,0.2,0.5,34.2,1.3,4.2,32.3
Brandon Rush,/stats/player/201575/,UTA,28.0,0.1,0.3,30.0,0.1,0.2,37.5,0.2,0.7,32.0,0.1,0.3,42.9,0.1,0.3,37.5,0.2,0.5,40.0,0.3,0.8,31.3
Brian Roberts,/stats/player/203148/,NOP,28.0,0.4,1.0,38.0,0.8,1.6,47.4,1.4,3.0,45.4,0.1,0.3,38.1,0.1,0.3,37.5,0.2,0.5,37.8,0.7,1.9,36.8
Brook Lopez,/stats/player/201572/,BKN,26.0,3.4,5.4,63.0,2.1,3.9,54.5,2.1,4.1,50.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Byron Mullens,/stats/player/201957/,PHI,25.0,0.6,0.8,69.4,0.1,0.4,26.7,0.3,0.6,44.0,0.1,0.3,28.6,0.0,0.0,0.0,0.1,0.2,25.0,0.7,1.8,38.3
C.J. Watson,/stats/player/201228/,IND,30.0,0.8,1.4,57.5,0.1,0.3,27.8,0.6,1.3,45.2,0.2,0.5,52.0,0.1,0.4,33.3,0.3,0.8,43.5,0.5,1.6,33.7
CJ McCollum,/stats/player/203468/,POR,22.0,0.4,0.8,46.7,0.3,0.7,50.0,0.5,1.2,40.9,0.2,0.4,50.0,0.2,0.4,55.6,0.3,0.7,52.4,0.5,1.6,32.8
CJ Miles,/stats/player/101139/,CLE,27.0,0.8,1.5,56.0,0.4,0.9,43.5,0.6,1.5,42.9,0.3,0.8,45.5,0.3,0.5,52.4,0.6,1.1,48.1,1.1,3.0,37.0
Carl Landry,/stats/player/201171/,SAC,30.0,0.8,1.1,70.0,0.1,0.6,20.0,0.8,1.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Boozer,/stats/player/2430/,CHI,32.0,2.9,4.8,59.1,0.7,2.1,33.1,2.3,5.9,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmelo Anthony,/stats/player/2546/,NYK,30.0,2.5,4.5,54.4,0.6,1.5,41.6,4.4,9.9,44.3,0.1,0.4,34.5,0.0,0.1,60.0,0.2,0.4,38.2,2.0,4.9,41.0
Caron Butler,/stats/player/2406/,OKC,34.0,0.3,0.7,47.5,0.1,0.4,29.2,1.6,4.1,39.2,0.3,0.7,38.2,0.4,0.9,40.0,0.6,1.5,39.2,1.2,3.0,39.9
Carrick Felix,/stats/player/203467/,CLE,23.0,0.8,1.0,83.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.3,100.0,0.2,0.7,25.0
Cartier Martin,/stats/player/201858/,ATL,29.0,0.4,0.8,55.3,0.1,0.2,27.3,0.4,0.9,41.8,0.2,0.6,30.8,0.3,0.6,42.3,0.4,1.0,36.5,0.7,1.7,41.2
Casper Ware,/stats/player/203810/,PHI,24.0,0.8,0.9,87.5,0.2,0.7,33.3,0.2,0.8,28.6,0.0,0.1,0.0,0.4,0.4,100.0,0.3,0.4,75.0,0.3,1.8,18.8
Chandler Parsons,/stats/player/202718/,HOU,25.0,3.1,5.1,59.8,0.9,2.0,47.6,0.5,1.5,35.5,0.2,0.4,37.5,0.3,0.6,45.7,0.4,1.1,42.3,1.3,3.7,35.1
Channing Frye,/stats/player/101112/,PHX,31.0,0.8,1.2,62.6,0.4,0.8,47.1,1.0,2.2,45.8,0.1,0.2,27.8,0.1,0.3,28.0,0.1,0.5,27.9,1.8,4.7,38.3
Charlie Villanueva,/stats/player/101111/,DET,29.0,0.7,0.8,81.3,0.2,0.6,33.3,0.2,0.4,50.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.7,2.6,26.9
Chase Budinger,/stats/player/201978/,MIN,26.0,0.9,1.4,64.9,0.2,0.5,38.1,0.3,1.4,23.2,0.2,0.6,38.9,0.2,0.5,40.0,0.4,0.9,39.4,0.7,2.2,33.3
Chauncey Billups,/stats/player/1497/,DET,37.0,0.1,0.2,33.3,0.1,0.5,10.0,0.4,0.9,44.4,0.1,0.3,50.0,0.1,0.1,50.0,0.2,0.4,50.0,0.6,2.2,26.2
Chris Andersen,/stats/player/2365/,MIA,35.0,2.3,3.2,72.4,0.0,0.2,16.7,0.1,0.3,30.4,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,33.3,0.0,0.1,25.0
Chris Babb,/stats/player/203569/,BOS,24.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,50.0,0.0,0.5,0.0,0.1,0.6,16.7,0.4,1.5,23.8
Chris Bosh,/stats/player/2547/,MIA,30.0,2.6,3.7,70.5,0.5,1.2,45.7,2.2,4.4,48.4,0.1,0.3,47.6,0.1,0.4,27.3,0.2,0.7,35.2,0.7,2.1,33.5
Chris Copeland,/stats/player/203142/,IND,30.0,0.5,0.7,68.0,0.1,0.2,50.0,0.0,0.1,20.0,0.1,0.3,33.3,0.1,0.1,50.0,0.1,0.3,37.5,0.8,2.0,42.3
Chris Douglas-Roberts,/stats/player/201604/,CHA,27.0,1.0,1.6,60.3,0.1,0.4,33.3,0.1,0.5,29.2,0.3,0.8,39.4,0.3,0.6,52.2,0.5,1.2,44.6,0.5,1.6,34.2
Chris Johnson,/stats/player/203187/,BOS,24.0,0.8,1.4,58.2,0.1,0.3,50.0,0.1,0.6,22.7,0.5,0.9,53.3,0.2,0.5,33.3,0.6,1.3,45.8,0.5,2.0,26.6
Chris Kaman,/stats/player/2549/,LAL,32.0,2.0,3.0,67.5,0.8,2.3,36.3,1.6,3.5,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Chris Paul,/stats/player/101108/,LAC,29.0,1.4,2.1,64.7,1.4,2.9,48.6,2.5,5.5,44.8,0.0,0.1,22.2,0.1,0.2,58.3,0.1,0.3,42.9,1.1,3.1,36.3
Chris Singleton,/stats/player/202698/,WAS,24.0,0.4,0.8,52.4,0.0,0.3,0.0,0.3,0.9,33.3,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.3,0.6,53.8
Chris Smith,/stats/player/203147/,NYK,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Wright,/stats/player/202874/,MIL,25.0,2.5,3.9,64.5,0.0,0.3,0.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Chuck Hayes,/stats/player/101236/,TOR,31.0,0.6,1.1,55.9,0.3,0.9,28.6,0.0,0.1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,/stats/player/203469/,CHA,21.0,1.4,2.6,54.4,0.1,0.5,31.6,0.5,1.8,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Aldrich,/stats/player/202332/,NYK,25.0,0.6,1.1,56.8,0.3,0.6,50.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Brewer,/stats/player/201147/,MIN,28.0,3.3,5.1,65.0,0.3,0.9,37.8,0.4,1.3,28.6,0.3,0.8,32.3,0.3,0.9,29.9,0.5,1.6,31.0,0.2,1.0,23.4
Cory Joseph,/stats/player/202709/,SAS,22.0,0.9,1.4,62.5,0.3,0.7,38.1,0.7,1.6,44.3,0.2,0.4,43.8,0.0,0.2,25.0,0.2,0.5,37.5,0.0,0.2,23.1
Courtney Lee,/stats/player/201584/,MEM,28.0,1.1,1.7,65.2,0.3,0.8,36.1,1.5,2.9,50.7,0.2,0.6,34.2,0.2,0.5,39.4,0.3,0.9,36.6,0.6,1.5,38.0
D.J. Augustin,/stats/player/201571/,CHI,26.0,1.3,2.5,49.7,0.3,0.9,32.3,0.8,2.0,38.9,0.2,0.6,39.5,0.2,0.5,32.1,0.4,1.0,36.4,1.5,3.6,41.7
DJ Stephens,/stats/player/203474/,MIL,23.0,1.5,3.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ White,/stats/player/201591/,CHA,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Lillard,/stats/player/203081/,POR,23.0,2.5,5.0,49.9,0.5,1.6,28.7,1.1,2.6,44.3,0.2,0.3,61.9,0.1,0.4,31.3,0.3,0.6,43.4,2.4,6.1,39.0
Damion James,/stats/player/202345/,SAS,26.0,0.3,0.5,50.0,0.0,0.0,0.0,0.3,1.3,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Daniel Orton,/stats/player/202350/,PHI,23.0,0.6,1.2,50.0,0.1,0.4,14.3,0.4,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Granger,/stats/player/101122/,LAC,31.0,0.9,1.7,53.5,0.2,0.9,22.9,0.7,1.8,37.0,0.3,0.7,41.7,0.2,0.5,36.8,0.4,1.1,39.5,0.6,2.1,30.6
Danny Green,/stats/player/201980/,SAS,27.0,0.7,1.0,66.2,0.3,0.6,43.9,0.3,1.1,29.5,0.4,1.0,35.9,0.3,0.7,34.8,0.6,1.6,35.5,1.4,3.0,44.9
Dante Cunningham,/stats/player/201967/,MIN,27.0,1.0,1.5,69.4,0.3,0.6,45.7,1.6,4.2,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Johnson-Odom,/stats/player/203130/,PHI,24.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Darius Miller,/stats/player/203121/,NOP,24.0,0.2,0.3,53.3,0.2,0.4,55.0,0.6,1.2,53.7,0.1,0.3,40.0,0.2,0.5,41.2,0.3,0.6,40.7,0.3,1.1,29.2
Darius Morris,/stats/player/202721/,MEM,23.0,0.7,1.0,72.0,0.2,0.5,33.3,0.2,0.8,23.8,0.1,0.2,25.0,0.1,0.3,50.0,0.2,0.4,40.0,0.3,1.1,28.6
Darrell Arthur,/stats/player/201589/,DEN,26.0,0.5,1.0,47.1,0.1,0.4,23.3,1.5,3.6,39.9,0.0,0.1,16.7,0.1,0.2,45.5,0.1,0.3,35.3,0.3,0.7,39.1
Darren Collison,/stats/player/201954/,LAC,26.0,1.7,2.7,61.2,0.3,0.9,34.2,1.2,2.7,44.1,0.3,0.6,41.7,0.2,0.4,64.3,0.5,1.0,50.0,0.4,1.4,30.6
David Lee,/stats/player/101135/,GSW,31.0,4.7,7.6,62.3,1.8,4.3,43.1,0.9,2.4,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David West,/stats/player/2561/,IND,33.0,1.8,3.0,59.4,1.4,3.3,43.3,2.5,5.3,46.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,44.4
DeAndre Jordan,/stats/player/201599/,LAC,25.0,4.1,5.7,71.9,0.1,0.5,24.4,0.0,0.1,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Liggins,/stats/player/202732/,MIA,26.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeJuan Blair,/stats/player/201971/,DAL,25.0,1.7,2.7,63.6,0.9,2.1,44.1,0.1,0.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,/stats/player/201942/,TOR,24.0,2.2,3.4,64.4,1.0,2.6,39.6,3.6,9.2,39.6,0.3,0.9,37.5,0.1,0.3,45.5,0.5,1.2,39.4,0.3,1.5,23.3
DeMarcus Cousins,/stats/player/202326/,SAC,23.0,4.8,7.7,63.1,1.4,4.0,36.2,2.1,5.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
DeMarre Carroll,/stats/player/201960/,ATL,27.0,2.0,3.0,67.1,0.4,1.1,34.1,0.4,1.0,41.1,0.2,0.6,39.1,0.3,0.8,34.4,0.5,1.5,36.4,0.8,2.2,36.0
Dennis Schroder,/stats/player/203471/,ATL,20.0,0.8,1.3,57.8,0.3,0.9,31.7,0.3,0.9,29.3,0.1,0.1,40.0,0.0,0.1,25.0,0.1,0.2,33.3,0.1,0.6,22.6
Derek Fisher,/stats/player/965/,OKC,39.0,0.2,0.3,46.4,0.1,0.3,25.0,0.4,1.0,42.5,0.2,0.5,34.4,0.1,0.4,20.0,0.2,0.8,27.4,0.9,2.1,42.5
Deron Williams,/stats/player/101114/,BKN,30.0,1.4,2.3,61.0,0.7,1.6,41.2,1.5,3.1,46.5,0.2,0.4,47.8,0.1,0.4,36.0,0.3,0.8,41.7,1.2,3.4,35.8
Derrick Favors,/stats/player/202324/,UTA,22.0,3.6,5.4,66.8,1.0,2.5,41.3,0.7,2.4,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Rose,/stats/player/201565/,CHI,25.0,2.8,6.0,46.7,0.6,2.5,24.0,0.8,3.2,25.0,0.2,0.6,33.3,0.0,0.0,0.0,0.2,0.6,33.3,1.4,4.1,34.1
Derrick Williams,/stats/player/202682/,SAC,23.0,1.6,2.5,64.1,0.3,1.1,25.0,0.5,1.4,33.3,0.1,0.3,45.0,0.0,0.2,18.2,0.1,0.4,35.5,0.2,0.9,22.1
Devin Harris,/stats/player/2734/,DAL,31.0,1.1,2.0,53.2,0.2,0.9,25.0,0.4,1.0,36.8,0.0,0.1,0.0,0.1,0.2,33.3,0.1,0.2,22.2,0.7,2.3,32.2
Dewayne Dedmon,/stats/player/203473/,ORL,24.0,0.9,1.8,52.8,0.1,0.4,27.3,0.2,0.6,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
