Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Andrew Bynum,/stats/player/101115/,LAL,24.0,5.3,7.6,70.6,1.7,4.4,38.0,0.4,1.3,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0
Andrew Goudelock,/stats/player/202726/,LAL,23.0,0.0,0.1,0.0,0.5,0.8,64.5,0.5,1.6,31.7,0.2,0.3,62.5,0.0,0.0,100.0,0.2,0.3,66.7,0.6,1.7,33.3
Andris Biedrins,/stats/player/2740/,GSW,26.0,0.7,0.9,73.2,0.2,0.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antawn Jamison,/stats/player/1712/,CLE,36.0,2.5,4.2,60.5,1.2,3.1,39.2,1.4,4.7,28.7,0.1,0.2,42.9,0.2,0.4,35.7,0.2,0.6,38.1,1.2,3.5,33.3
Anthony Carter,/stats/player/1853/,TOR,37.0,0.3,0.4,75.0,0.1,0.2,75.0,0.1,1.1,12.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.5,38.5
Anthony Morrow,/stats/player/201627/,NJN,26.0,0.4,0.6,55.0,0.4,1.0,42.9,1.9,4.3,43.5,0.5,1.2,39.1,0.4,1.0,36.8,0.8,2.1,38.1,0.9,2.6,36.5
Anthony Parker,/stats/player/1515/,CLE,37.0,0.3,0.4,68.4,0.3,0.6,45.5,1.2,2.7,46.3,0.2,0.4,42.1,0.3,0.8,41.7,0.5,1.1,41.8,0.5,1.6,32.5
Anthony Randolph,/stats/player/201576/,MIN,22.0,1.8,2.9,62.9,0.3,1.0,25.0,0.7,2.1,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Tolliver,/stats/player/201229/,MIN,27.0,0.7,1.0,73.1,0.0,0.1,14.3,0.1,0.4,31.8,0.2,0.5,28.6,0.1,0.5,27.3,0.3,0.9,27.9,0.3,1.1,22.4
Armon Johnson,/stats/player/202356/,NJN,23.0,1.3,2.3,57.1,0.6,1.0,62.5,0.2,1.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,33.3
Arron Afflalo,/stats/player/201167/,DEN,26.0,2.1,3.3,64.9,0.7,1.8,36.8,1.1,2.6,41.5,0.5,1.2,38.9,0.4,0.6,55.3,0.8,1.8,44.5,0.6,1.8,35.5
Austin Daye,/stats/player/201948/,DET,24.0,0.5,0.8,62.5,0.2,0.6,33.3,0.8,2.7,29.4,0.1,0.4,20.0,0.0,0.2,20.0,0.1,0.5,20.0,0.3,1.2,21.3
Avery Bradley,/stats/player/202340/,BOS,21.0,1.8,2.7,64.2,0.1,0.5,17.2,1.0,2.3,42.5,0.0,0.2,18.2,0.4,0.6,72.0,0.4,0.7,55.6,0.0,0.3,11.1
Baron Davis,/stats/player/1884/,NYK,33.0,0.7,1.2,52.8,0.3,0.9,40.0,0.4,1.3,34.2,0.1,0.1,66.7,0.1,0.2,40.0,0.1,0.3,50.0,0.8,2.7,28.6
Ben Gordon,/stats/player/2732/,DET,29.0,0.7,1.4,47.2,0.4,0.9,44.9,2.2,5.0,43.9,0.2,0.5,45.5,0.1,0.3,35.7,0.3,0.7,41.7,0.9,2.1,43.2
Ben Uzoh,/stats/player/202386/,TOR,24.0,1.2,2.6,46.8,0.6,1.7,32.3,0.2,1.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Ben Wallace,/stats/player/1112/,DET,37.0,0.4,0.8,46.2,0.1,0.2,33.3,0.1,0.3,27.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Beno Udrih,/stats/player/2757/,MIL,29.0,0.6,1.3,50.7,0.4,0.7,51.2,1.2,2.6,44.5,0.0,0.2,12.5,0.1,0.3,28.6,0.1,0.4,22.7,0.2,0.6,30.6
Bismack Biyombo,/stats/player/202687/,CHA,19.0,1.5,2.6,57.7,0.4,1.2,35.9,0.1,0.6,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Ahearn,/stats/player/201336/,UTA,28.0,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.8,33.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7,0.0,0.5,1.0,50.0
Blake Griffin,/stats/player/201933/,LAC,23.0,5.9,8.1,72.3,1.0,2.6,37.2,1.6,4.5,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.0
Bobby Simmons,/stats/player/2250/,LAC,32.0,0.1,0.4,16.7,0.0,0.1,33.3,0.2,0.5,33.3,0.3,0.8,42.1,0.2,1.1,20.8,0.5,1.7,30.2,0.3,0.6,41.2
Boris Diaw,/stats/player/2564/,SAS,30.0,1.2,2.2,54.0,0.4,0.9,48.0,0.6,1.4,43.6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1,33.3,0.5,1.7,31.3
Brad Miller,/stats/player/1802/,MIN,36.0,0.1,0.2,33.3,0.0,0.1,0.0,0.1,0.5,12.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.0,50.0
Brandan Wright,/stats/player/201148/,DAL,24.0,2.3,3.1,75.5,0.4,1.3,34.9,0.2,0.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,/stats/player/101138/,BOS,27.0,1.5,2.8,51.5,0.3,1.1,31.7,3.3,6.8,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Jennings,/stats/player/201943/,MIL,22.0,2.7,5.0,54.5,1.0,2.4,40.4,1.4,3.6,39.2,0.1,0.5,25.0,0.2,0.5,42.4,0.3,1.0,33.8,1.6,4.8,33.3
Brandon Knight,/stats/player/202688/,DET,20.0,1.8,3.2,56.5,0.7,1.8,36.9,0.7,2.4,30.6,0.2,0.4,42.9,0.1,0.2,50.0,0.2,0.5,45.7,1.3,3.6,37.7
Brandon Rush,/stats/player/201575/,GSW,26.0,1.3,2.1,62.7,0.2,0.4,42.3,0.6,1.4,44.9,0.3,0.7,42.2,0.4,0.9,46.3,0.7,1.6,44.4,0.9,1.8,47.1
Brendan Haywood,/stats/player/2217/,DAL,32.0,1.8,2.7,66.0,0.3,1.2,24.2,0.1,0.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Cardinal,/stats/player/2073/,DAL,35.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.1,33.3,0.2,0.5,40.0,0.2,0.8,22.2,0.3,0.9,28.6,0.0,0.5,9.5
Brian Cook,/stats/player/2567/,WAS,31.0,0.3,0.5,62.5,0.0,0.2,20.0,0.3,0.9,37.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,1.6,20.4
Brian Scalabrine,/stats/player/2243/,CHI,34.0,0.2,0.4,66.7,0.1,0.2,50.0,0.2,0.4,50.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.1,0.2,25.0
Brian Skinner,/stats/player/1730/,MEM,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,/stats/player/201572/,NJN,24.0,4.0,6.2,64.5,2.0,4.8,41.7,1.6,4.4,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Mullens,/stats/player/201957/,CHA,23.0,1.9,3.0,63.0,0.2,0.5,29.4,1.7,4.8,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.7,25.5
C.J. Watson,/stats/player/201228/,CHI,28.0,0.7,1.5,44.0,0.2,0.9,25.6,1.0,3.0,33.6,0.2,0.3,63.6,0.2,0.5,45.0,0.4,0.7,51.6,1.1,2.8,37.7
CJ Miles,/stats/player/101139/,UTA,25.0,1.4,2.4,58.5,0.4,1.3,32.4,0.5,1.9,26.4,0.1,0.4,25.0,0.1,0.4,33.3,0.2,0.6,29.0,0.7,2.1,31.9
Carl Landry,/stats/player/201171/,NOH,28.0,2.4,3.6,66.0,1.0,2.1,45.9,1.1,3.1,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carldell Johnson,/stats/player/201291/,NOH,29.0,0.2,0.5,42.9,0.1,0.6,22.2,0.1,0.3,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,1.0,28.6
Carlos Boozer,/stats/player/2430/,CHI,30.0,2.9,4.3,67.3,1.0,2.0,51.5,2.9,6.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Delfino,/stats/player/2568/,MIL,29.0,1.1,2.0,54.1,0.1,0.4,42.1,0.5,1.6,33.7,0.3,1.0,33.3,0.3,0.8,38.5,0.6,1.7,35.6,1.0,2.7,35.6
Carmelo Anthony,/stats/player/2546/,NYK,28.0,3.5,6.0,58.5,0.5,1.7,27.1,2.8,7.2,38.9,0.1,0.2,40.0,0.1,0.3,21.4,0.1,0.4,29.2,1.1,3.3,34.1
Caron Butler,/stats/player/2406/,LAC,32.0,1.0,2.0,53.7,0.2,0.7,31.8,1.8,4.5,40.9,0.3,0.8,39.2,0.2,0.7,34.1,0.5,1.5,37.0,0.9,2.6,34.6
Cartier Martin,/stats/player/201858/,WAS,27.0,0.8,1.1,72.2,0.2,0.4,57.1,0.8,2.0,38.2,0.5,0.9,57.1,0.3,0.9,28.6,0.8,1.8,42.9,0.9,2.7,34.8
Chandler Parsons,/stats/player/202718/,HOU,23.0,2.3,3.8,61.3,0.2,0.9,25.9,0.5,1.3,36.6,0.2,0.5,46.7,0.3,0.7,39.5,0.5,1.1,42.6,0.5,1.8,28.4
Channing Frye,/stats/player/101112/,PHX,29.0,0.9,1.5,58.8,0.6,1.1,55.6,1.0,2.8,37.0,0.1,0.3,37.5,0.1,0.1,57.1,0.2,0.4,43.5,1.3,3.8,33.8
Charles Jenkins,/stats/player/202724/,GSW,23.0,0.7,1.5,49.3,0.2,0.6,34.4,1.6,3.4,48.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,18.8
Charlie Villanueva,/stats/player/101111/,DET,27.0,1.2,2.0,58.3,0.2,0.9,20.0,0.3,0.9,33.3,0.1,0.9,14.3,0.1,0.3,50.0,0.2,0.9,22.2,1.1,3.0,36.1
Chase Budinger,/stats/player/201978/,HOU,24.0,1.3,2.0,64.9,0.3,0.9,29.6,0.5,1.4,35.7,0.4,0.9,47.7,0.6,1.1,49.1,0.9,1.8,48.5,0.7,2.1,33.6
Chauncey Billups,/stats/player/1497/,LAC,35.0,0.6,1.5,37.9,0.2,0.8,26.7,1.0,3.0,33.9,0.3,0.8,40.0,0.1,0.5,25.0,0.4,1.2,34.8,2.0,5.1,39.6
Chris Andersen,/stats/player/2365/,DEN,33.0,1.5,2.4,62.8,0.1,0.2,42.9,0.2,0.7,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Bosh,/stats/player/2547/,MIA,28.0,3.1,4.8,64.8,0.9,2.5,38.0,2.7,6.3,42.6,0.0,0.1,25.0,0.1,0.2,37.5,0.1,0.3,31.3,0.1,0.3,27.8
Chris Duhon,/stats/player/2768/,ORL,29.0,0.3,0.6,53.8,0.0,0.3,18.8,0.2,0.5,37.9,0.2,0.3,56.3,0.1,0.2,42.9,0.2,0.4,52.2,0.6,1.5,40.0
Chris Johnson,/stats/player/202419/,NOH,26.0,0.6,0.9,66.7,0.1,0.5,18.2,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Kaman,/stats/player/2549/,NOH,30.0,1.9,3.9,50.0,1.2,2.9,40.1,2.6,5.9,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Paul,/stats/player/101108/,LAC,27.0,2.0,3.0,65.7,1.5,3.5,43.5,2.3,4.8,47.4,0.1,0.2,57.1,0.1,0.3,40.0,0.2,0.5,48.3,1.1,3.0,35.7
Chris Singleton,/stats/player/202698/,WAS,22.0,0.6,1.1,52.7,0.1,0.3,22.7,0.4,1.3,31.5,0.1,0.3,35.3,0.2,0.4,39.1,0.2,0.7,37.5,0.4,1.3,33.3
Chris Wilcox,/stats/player/2404/,BOS,29.0,1.6,2.4,66.2,0.3,0.7,42.1,0.4,0.7,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Wright,/stats/player/202874/,GSW,23.0,1.0,1.7,57.1,0.1,0.2,50.0,0.0,0.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Eyenga,/stats/player/201963/,LAL,23.0,0.6,1.1,50.0,0.0,0.2,0.0,0.2,2.2,7.7,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.1,0.1,100.0
Chuck Hayes,/stats/player/101236/,SAC,29.0,0.9,1.9,47.1,0.4,1.0,40.7,0.1,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Aldrich,/stats/player/202332/,OKC,23.0,0.7,1.1,66.7,0.3,0.8,31.3,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Brewer,/stats/player/201147/,DEN,26.0,2.2,3.8,59.2,0.3,0.9,31.4,0.3,1.1,32.3,0.2,0.9,27.1,0.2,0.8,29.3,0.4,1.5,28.1,0.1,0.6,22.2
Corey Maggette,/stats/player/1894/,CHA,32.0,2.0,3.7,54.6,0.3,0.9,33.3,1.3,4.9,25.3,0.2,0.4,40.0,0.2,0.3,55.6,0.3,0.6,47.4,0.5,1.5,31.9
Cory Higgins,/stats/player/202809/,CHA,23.0,0.5,1.3,38.0,0.2,0.9,22.6,0.6,1.6,37.3,0.1,0.1,50.0,0.1,0.2,33.3,0.1,0.2,40.0,0.1,0.4,13.3
Cory Joseph,/stats/player/202709/,SAS,20.0,0.2,0.6,37.5,0.1,0.4,18.2,0.4,1.1,39.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.1,0.4,30.0
Courtney Fortson,/stats/player/202622/,HOU,24.0,0.7,1.5,46.7,0.0,0.3,0.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,23.1
Courtney Lee,/stats/player/201584/,HOU,26.0,1.3,2.2,58.1,0.4,1.0,36.7,1.2,3.0,38.5,0.5,1.1,45.9,0.4,0.8,52.4,0.9,1.8,48.5,0.6,1.9,32.7
Craig Brackins,/stats/player/202342/,PHI,24.0,0.2,0.3,75.0,0.0,0.1,0.0,0.2,1.4,15.8,0.3,0.3,100.0,0.2,0.2,100.0,0.3,0.3,100.0,0.1,0.7,14.3
Craig Smith,/stats/player/200783/,POR,28.0,0.9,1.4,61.8,0.3,0.9,40.0,0.0,0.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D.J. Augustin,/stats/player/201571/,CHA,24.0,1.5,3.2,47.4,0.3,1.3,20.6,0.8,1.9,39.6,0.1,0.3,42.9,0.1,0.2,27.3,0.2,0.5,36.0,1.1,3.2,34.2
D.J. Kennedy,/stats/player/202810/,CLE,22.0,0.5,1.0,50.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.5,66.7
DJ White,/stats/player/201591/,CHA,25.0,1.0,1.6,66.7,0.3,0.9,37.0,1.6,3.6,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
DaJuan Summers,/stats/player/201969/,NOH,24.0,0.7,1.3,55.0,0.0,0.1,0.0,0.9,2.0,42.9,0.2,0.7,33.3,0.2,0.4,50.0,0.4,0.9,40.0,0.1,0.4,16.7
Daequan Cook,/stats/player/201161/,OKC,25.0,0.1,0.2,55.6,0.1,0.1,50.0,0.4,0.9,42.0,0.4,1.0,38.6,0.3,0.9,35.7,0.6,1.6,37.2,0.8,2.5,33.1
Dahntay Jones,/stats/player/2563/,IND,31.0,0.8,1.5,56.7,0.2,0.5,28.6,0.3,1.1,23.6,0.3,0.9,40.0,0.2,0.4,40.0,0.4,1.1,40.0,0.1,0.3,56.3
Damien Wilkins,/stats/player/2863/,DET,32.0,0.6,0.9,64.7,0.2,0.4,42.3,0.4,1.6,26.9,0.0,0.1,25.0,0.1,0.2,28.6,0.1,0.2,27.3,0.1,0.2,36.4
Damion James,/stats/player/202345/,NJN,24.0,0.7,1.4,50.0,0.3,1.4,20.0,0.9,2.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Dan Gadzuric,/stats/player/2429/,NYK,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gibson,/stats/player/200789/,CLE,26.0,0.4,0.8,55.6,0.1,0.7,20.8,0.3,1.7,20.7,0.3,0.9,34.6,0.2,0.3,50.0,0.4,1.1,38.9,1.2,2.9,40.2
Daniel Orton,/stats/player/202350/,ORL,21.0,1.1,1.7,61.5,0.0,0.1,0.0,0.1,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Danilo Gallinari,/stats/player/201568/,DEN,23.0,2.1,3.7,56.3,0.3,0.9,35.1,0.7,2.0,35.2,0.2,0.4,43.8,0.1,0.5,21.1,0.3,0.8,31.4,1.1,3.4,33.6
Danny Granger,/stats/player/101122/,IND,29.0,1.9,3.6,52.0,0.9,2.2,39.3,1.6,4.2,38.2,0.2,0.7,27.8,0.2,0.6,34.2,0.4,1.2,31.1,1.6,4.0,40.3
Danny Green,/stats/player/201980/,SAS,25.0,1.0,1.9,54.4,0.2,0.7,27.1,0.4,1.1,40.0,0.4,0.9,46.2,0.4,0.8,46.3,0.7,1.5,46.2,0.9,2.1,42.4
Dante Cunningham,/stats/player/201967/,MEM,25.0,1.4,1.8,76.7,0.2,0.4,38.5,0.7,2.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darington Hobson,/stats/player/202359/,MIL,24.0,0.3,0.5,50.0,0.0,0.5,0.0,0.2,0.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
Darius Morris,/stats/player/202721/,LAL,21.0,0.4,0.7,61.5,0.2,0.6,36.4,0.1,0.5,22.2,0.0,0.0,0.0,0.1,0.1,100.0,0.1,0.1,100.0,0.1,0.5,28.6
Darko Milicic,/stats/player/2545/,MIN,27.0,1.4,2.5,56.5,0.7,2.0,34.5,0.0,0.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Collison,/stats/player/201954/,IND,24.0,1.4,2.6,53.5,0.5,1.4,32.5,1.4,3.2,45.0,0.1,0.3,42.1,0.1,0.3,43.8,0.3,0.6,42.9,0.3,1.0,33.3
Darryl Watkins,/stats/player/201208/,NOH,27.0,0.6,1.0,60.0,0.4,0.8,50.0,0.4,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,/stats/player/101135/,GSW,29.0,4.4,7.1,62.5,1.6,4.1,38.9,2.1,4.9,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
David West,/stats/player/2561/,IND,31.0,1.8,3.1,59.5,1.4,3.2,42.3,2.0,4.4,46.7,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.1,20.0
DeAndre Jordan,/stats/player/201599/,LAC,23.0,2.9,4.4,65.9,0.2,0.4,41.7,0.1,0.2,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Liggins,/stats/player/202732/,ORL,24.0,0.6,0.8,71.4,0.1,0.3,25.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
DeJuan Blair,/stats/player/201971/,SAS,23.0,2.9,4.6,63.1,1.0,2.5,41.8,0.3,0.8,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,/stats/player/201942/,TOR,22.0,2.3,4.0,56.6,0.9,1.8,46.6,2.6,7.0,36.3,0.1,0.2,54.5,0.1,0.2,28.6,0.2,0.4,40.0,0.2,1.0,21.5
DeMarcus Cousins,/stats/player/202326/,SAC,21.0,4.3,8.0,53.9,0.9,3.0,30.7,1.7,4.4,39.4,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.1,11.1
DeMarre Carroll,/stats/player/201960/,UTA,25.0,0.8,1.3,60.0,0.2,0.7,29.4,0.5,1.6,33.3,0.0,0.2,0.0,0.1,0.4,16.7,0.1,0.5,11.1,0.3,0.4,60.0
DeSagana Diop,/stats/player/2205/,CHA,30.0,0.3,0.5,50.0,0.2,0.4,55.6,0.1,0.7,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,/stats/player/2052/,NJN,31.0,0.1,0.2,37.5,0.0,0.0,0.0,0.1,0.4,27.8,0.2,0.8,20.6,0.2,0.5,38.1,0.3,1.2,27.3,0.5,1.8,28.9
Delonte West,/stats/player/2753/,DAL,28.0,1.3,2.2,60.8,0.4,0.9,47.5,1.4,3.3,41.5,0.0,0.2,12.5,0.2,0.4,60.0,0.2,0.5,43.5,0.4,1.2,32.7
Dennis Horner,/stats/player/202862/,NJN,24.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
