Name,URL,Team,Age,RestrictArea_FGM,RestrictArea_FGA,RestrictArea_FGpercent,Paint_FGM,Paint_FGA,Paint_FGpercent,MidRange_FGM,MidRange_FGA,MidRange_FGpercent,LeftCorner3_FGM,LeftCorner3_FGA,LeftCorner3_FGpercent,RightCorner3_FGM,RightCorner3_FGA,RightCorner3_FGpercent,Totals_FGM,Totals_FGA,Totals_FGpercent,AboveBreak3_FGM,AboveBreak3_FGA,AboveBreak3_FGpercent
Andrew Bogut,/stats/player/101106/,GSW,34.0,1.2,2.2,54.2,0.4,0.9,40.0,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Harrison,/stats/player/1626150/,NOP,24.0,0.5,0.8,57.1,0.1,0.3,40.0,0.1,0.5,11.1,0.0,0.1,0.0,0.1,0.3,33.3,0.1,0.3,25.0,0.2,1.2,20.0
Andrew Wiggins,/stats/player/203952/,MIN,24.0,2.9,4.9,58.3,0.8,2.5,32.6,1.5,4.4,34.7,0.3,0.5,59.0,0.1,0.3,27.3,0.4,0.8,47.5,1.2,3.9,31.2
Anfernee Simons,/stats/player/1629014/,POR,20.0,0.5,0.6,75.0,0.2,0.6,30.0,0.4,0.8,50.0,0.2,0.6,40.0,0.0,0.0,0.0,0.2,0.5,40.0,0.4,1.3,33.3
Angel Delgado,/stats/player/1629116/,LAC,24.0,0.5,2.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Zizic,/stats/player/1627790/,CLE,22.0,2.3,3.5,65.5,0.6,1.6,37.4,0.2,0.6,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,/stats/player/203076/,NOP,26.0,5.5,7.7,71.6,1.6,3.9,42.2,1.5,4.2,35.5,0.1,0.1,83.3,0.0,0.1,20.0,0.1,0.2,54.5,0.8,2.4,31.6
Anthony Tolliver,/stats/player/201229/,MIN,34.0,0.2,0.4,48.0,0.0,0.1,22.2,0.1,0.1,44.4,0.2,0.5,34.5,0.2,0.6,34.4,0.3,1.0,34.4,0.9,2.4,38.7
Antonio Blakeney,/stats/player/1628469/,CHI,22.0,0.7,1.2,62.1,0.9,2.1,41.9,0.8,2.3,33.3,0.3,0.6,51.6,0.1,0.2,50.0,0.4,0.7,51.3,0.3,0.9,30.0
Aron Baynes,/stats/player/203382/,BOS,32.0,1.2,2.3,54.8,0.3,0.5,46.4,0.2,0.4,42.1,0.0,0.1,40.0,0.0,0.1,33.3,0.1,0.2,36.4,0.3,1.0,34.0
Austin Rivers,/stats/player/203085/,HOU,26.0,1.2,2.0,59.7,0.5,1.1,41.2,0.1,0.1,36.4,0.1,0.6,23.8,0.2,0.4,40.6,0.3,1.0,31.1,1.1,3.3,32.1
Avery Bradley,/stats/player/202340/,MEM,28.0,0.8,1.7,46.7,0.4,1.0,37.9,1.4,3.0,45.3,0.4,1.0,37.5,0.2,0.5,39.3,0.6,1.5,38.0,0.8,2.3,34.5
BJ Johnson,/stats/player/1629168/,SAC,23.0,0.1,0.6,25.0,0.4,0.4,100.0,0.4,0.7,60.0,0.5,0.8,66.7,0.0,0.0,0.0,0.5,0.8,66.7,0.2,0.5,33.3
Bam Adebayo,/stats/player/1628389/,MIA,21.0,2.6,3.8,68.8,0.6,1.4,40.9,0.2,0.5,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3
Ben McLemore,/stats/player/203463/,SAC,26.0,0.2,0.4,50.0,0.0,0.2,0.0,0.2,0.6,33.3,0.3,0.8,33.3,0.1,0.3,25.0,0.3,0.8,30.8,0.7,1.4,48.1
Ben Simmons,/stats/player/1627732/,PHI,22.0,5.4,8.0,67.0,1.3,3.2,39.9,0.2,0.8,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Billy Garrett,/stats/player/1628656/,NYK,24.0,1.3,1.5,83.3,0.8,1.5,50.0,0.8,1.8,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Bismack Biyombo,/stats/player/202687/,CHA,26.0,1.3,2.0,65.4,0.2,0.6,40.6,0.1,0.3,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Griffin,/stats/player/201933/,DET,30.0,4.2,6.2,67.2,1.2,3.3,36.0,0.4,1.4,26.4,0.4,1.0,45.8,0.1,0.4,32.1,0.6,1.3,42.0,1.9,5.6,34.9
Boban Marjanovic,/stats/player/1626246/,PHI,30.0,2.0,2.9,70.4,0.5,1.1,47.6,0.2,0.4,48.0,0.0,0.0,0.0,0.1,0.1,75.0,0.1,0.1,75.0,0.0,0.1,16.7
Bobby Portis,/stats/player/1626171/,WAS,24.0,2.3,4.0,57.1,1.1,2.7,39.7,0.7,2.1,35.9,0.1,0.3,46.2,0.0,0.2,11.1,0.1,0.4,31.8,1.4,3.4,40.2
Bogdan Bogdanovic,/stats/player/203992/,SAC,26.0,1.4,2.6,55.2,1.0,2.3,40.9,0.9,2.1,41.1,0.1,0.3,40.0,0.1,0.3,34.8,0.2,0.6,37.2,1.7,4.7,36.2
Bojan Bogdanovic,/stats/player/202711/,IND,30.0,2.8,4.4,64.0,0.8,1.9,42.1,0.8,2.0,42.5,0.5,0.9,55.1,0.3,0.6,44.9,0.7,1.5,50.8,1.3,3.3,38.8
Bonzie Colson,/stats/player/1629045/,MIL,23.0,0.9,1.9,46.2,0.1,0.3,50.0,0.1,0.4,33.3,0.0,1.3,0.0,0.5,0.8,66.7,0.5,2.0,25.0,0.4,1.5,25.0
Brad Wanamaker,/stats/player/202954/,BOS,29.0,0.5,0.6,73.9,0.2,0.6,38.1,0.3,0.6,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.1,42.1
Bradley Beal,/stats/player/203078/,WAS,26.0,4.1,6.1,67.3,0.9,2.0,42.8,1.8,4.2,42.6,0.3,0.6,43.1,0.2,0.5,41.0,0.5,1.1,42.2,2.1,6.2,33.8
Brandon Goodwin,/stats/player/1629164/,DEN,23.0,0.3,0.6,50.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,33.3
Brandon Ingram,/stats/player/1627742/,LAL,21.0,3.6,5.6,63.1,1.5,3.1,48.1,1.3,3.6,37.8,0.1,0.3,35.7,0.2,0.5,34.6,0.3,0.8,35.0,0.3,1.0,32.1
Brandon Knight,/stats/player/202688/,CLE,27.0,0.5,0.9,54.3,0.3,1.4,24.5,0.7,1.1,60.5,0.1,0.3,33.3,0.1,0.3,18.2,0.1,0.5,25.0,0.9,2.8,33.0
Brandon Sampson,/stats/player/1629102/,CHI,22.0,0.9,1.5,63.2,0.4,0.8,50.0,0.0,0.2,0.0,0.2,0.7,28.6,0.2,0.2,100.0,0.3,0.8,44.4,0.5,1.5,35.0
Brook Lopez,/stats/player/201572/,MIL,31.0,1.3,1.8,75.0,0.6,1.2,46.4,0.2,0.4,45.5,0.2,0.3,50.0,0.2,0.6,36.7,0.4,0.9,41.3,1.9,5.4,35.7
Bruce Brown,/stats/player/1628971/,DET,22.0,1.1,2.1,53.6,0.2,0.8,27.9,0.0,0.1,28.6,0.1,0.4,30.4,0.1,0.3,42.9,0.2,0.6,36.4,0.1,0.6,17.4
Bruno Caboclo,/stats/player/203998/,MEM,23.0,1.2,2.0,58.0,0.1,0.6,22.7,0.1,0.1,75.0,0.4,1.0,36.4,0.2,0.7,33.3,0.6,1.6,35.2,0.9,2.2,38.7
Bryn Forbes,/stats/player/1627854/,SAS,25.0,0.7,1.1,57.4,0.6,1.3,44.3,1.0,2.2,47.2,0.2,0.4,58.6,0.1,0.3,55.0,0.3,0.6,57.1,1.8,4.4,41.0
Buddy Hield,/stats/player/1627741/,SAC,26.0,2.2,3.6,61.6,0.5,1.6,31.3,1.5,3.5,43.6,0.5,0.9,52.6,0.4,0.7,50.0,0.8,1.6,51.5,2.5,6.3,40.5
C.J. Williams,/stats/player/203710/,MIN,29.0,0.5,0.7,66.7,0.1,0.3,25.0,0.4,0.4,83.3,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.4,0.9,41.7
CJ McCollum,/stats/player/203468/,POR,27.0,2.1,3.8,54.9,1.4,3.1,46.0,2.3,4.6,50.2,0.2,0.3,54.5,0.1,0.3,45.0,0.3,0.6,50.0,2.1,5.7,36.3
CJ Miles,/stats/player/101139/,MEM,32.0,0.4,0.9,45.7,0.2,0.5,35.7,0.3,0.7,41.2,0.2,0.4,42.9,0.2,0.5,39.3,0.4,0.9,40.8,0.9,2.9,30.7
Caleb Swanigan,/stats/player/1628403/,SAC,22.0,0.6,1.1,57.1,0.2,0.8,23.5,0.1,0.4,12.5,0.1,0.2,33.3,0.0,0.1,0.0,0.1,0.2,25.0,0.0,0.1,0.0
Cameron Payne,/stats/player/1626166/,CLE,24.0,0.9,1.5,57.6,0.6,1.1,51.2,0.4,1.0,39.5,0.1,0.1,80.0,0.1,0.3,20.0,0.2,0.4,40.0,0.5,1.7,28.4
Cameron Reynolds,/stats/player/1629244/,MIN,24.0,0.2,0.5,40.0,0.2,0.4,57.1,0.2,0.5,40.0,0.3,0.6,55.6,0.1,0.4,14.3,0.3,0.8,37.5,0.8,1.8,42.9
Caris LeVert,/stats/player/1627747/,BKN,24.0,2.7,4.5,58.9,1.2,3.1,39.2,0.1,0.6,16.7,0.1,0.2,44.4,0.1,0.2,28.6,0.2,0.4,37.5,1.1,3.5,30.4
Carmelo Anthony,/stats/player/2546/,HOU,35.0,1.2,2.0,60.0,0.4,0.7,57.1,1.2,3.0,40.0,0.0,0.1,0.0,0.1,0.2,50.0,0.1,0.3,33.3,2.0,6.1,32.8
Cedi Osman,/stats/player/1626224/,CLE,24.0,2.0,3.5,58.3,0.5,1.3,36.0,0.5,1.4,37.7,0.2,0.6,32.6,0.2,0.6,34.0,0.4,1.2,33.3,1.3,3.7,35.3
Chandler Hutchison,/stats/player/1628990/,CHI,23.0,1.4,2.3,59.4,0.3,0.9,37.5,0.2,0.4,42.1,0.1,0.4,35.7,0.1,0.2,22.2,0.2,0.5,30.4,0.1,0.5,26.1
Chandler Parsons,/stats/player/202718/,MEM,30.0,0.8,1.6,53.8,0.3,0.8,38.1,0.4,1.1,35.7,0.1,0.4,33.3,0.1,0.5,16.7,0.2,0.8,23.8,1.0,2.9,32.9
Channing Frye,/stats/player/101112/,CLE,36.0,0.1,0.2,57.1,0.1,0.3,20.0,0.1,0.6,23.8,0.0,0.2,25.0,0.1,0.1,66.7,0.1,0.3,42.9,0.8,2.1,40.3
Chasson Randle,/stats/player/1626184/,WAS,26.0,0.8,1.4,55.2,0.1,0.4,25.0,0.1,0.3,20.0,0.0,0.2,22.2,0.2,0.4,35.3,0.2,0.5,30.8,0.8,1.8,42.7
Cheick Diallo,/stats/player/1627767/,NOP,22.0,1.7,2.3,71.8,0.5,1.1,50.7,0.5,0.9,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Chimezie Metu,/stats/player/1629002/,SAS,22.0,0.3,0.7,41.2,0.4,0.8,50.0,0.1,0.8,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Chris Boucher,/stats/player/1628449/,TOR,26.0,0.8,1.3,62.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.1,0.3,40.0,0.1,0.3,37.5,0.3,1.0,31.0
Chris Chiozza,/stats/player/1629185/,HOU,23.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.2,100.0,0.2,0.3,50.0,0.1,0.4,33.3
Chris Paul,/stats/player/101108/,HOU,34.0,0.7,1.2,55.6,1.2,2.6,45.4,1.2,2.5,47.6,0.2,0.4,40.9,0.2,0.6,29.7,0.3,1.0,33.9,1.8,5.0,35.7
Christian Wood,/stats/player/1626174/,NOP,23.0,2.0,2.9,69.0,0.4,1.3,33.3,0.2,0.5,44.4,0.0,0.1,0.0,0.1,0.3,25.0,0.1,0.3,20.0,0.4,1.1,38.1
Clint Capela,/stats/player/203991/,HOU,25.0,6.5,9.2,70.7,0.6,1.6,34.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Zeller,/stats/player/203469/,CHA,26.0,3.0,4.6,64.6,0.7,1.8,40.2,0.1,0.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,27.3
Collin Sexton,/stats/player/1629012/,CLE,20.0,2.4,4.4,53.7,0.7,2.2,33.7,1.8,4.5,39.2,0.1,0.3,40.9,0.0,0.2,15.4,0.1,0.4,31.4,1.3,3.1,41.9
Corey Brewer,/stats/player/201147/,SAC,33.0,1.2,1.8,65.5,0.1,0.6,11.1,0.0,0.2,16.7,0.1,0.4,27.3,0.1,0.3,42.9,0.2,0.6,33.3,0.3,0.8,30.8
Cory Joseph,/stats/player/202709/,IND,27.0,0.7,1.2,59.4,0.5,1.2,43.8,0.9,2.3,38.9,0.1,0.2,41.2,0.1,0.3,27.3,0.2,0.5,33.3,0.5,1.6,32.0
Courtney Lee,/stats/player/201584/,DAL,33.0,0.3,0.6,52.4,0.2,0.4,57.1,0.5,1.2,46.2,0.2,0.4,36.4,0.2,0.4,66.7,0.3,0.6,50.0,0.2,1.0,17.1
Cristiano Felicio,/stats/player/1626245/,CHI,26.0,1.4,2.2,61.7,0.2,0.5,29.0,0.1,0.2,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
D'Angelo Russell,/stats/player/1626156/,BKN,23.0,1.6,3.0,54.8,2.0,4.2,47.8,1.6,3.8,43.4,0.2,0.4,39.4,0.1,0.2,63.2,0.3,0.6,48.1,2.6,7.2,35.9
D.J. Augustin,/stats/player/201571/,ORL,31.0,1.5,2.5,60.6,0.4,1.1,33.7,0.4,0.9,46.5,0.3,0.5,54.1,0.1,0.2,47.4,0.4,0.7,51.8,1.3,3.1,40.6
D.J. Wilson,/stats/player/1628391/,MIL,23.0,0.8,1.4,56.1,0.3,0.7,38.7,0.2,0.6,33.3,0.2,0.5,31.8,0.3,0.7,37.5,0.4,1.2,35.2,0.6,1.5,37.0
DJ Stephens,/stats/player/203474/,MEM,28.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dairis Bertans,/stats/player/1629541/,NOP,29.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,1.0,16.7,0.0,0.4,0.0,0.2,0.4,50.0,0.2,0.6,28.6,0.7,2.3,29.6
Damian Jones,/stats/player/1627745/,GSW,24.0,2.0,2.6,77.8,0.1,0.3,28.6,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Lillard,/stats/player/203081/,POR,28.0,3.3,6.0,55.1,0.6,1.6,38.4,1.6,3.6,46.1,0.1,0.2,35.7,0.1,0.2,27.8,0.1,0.4,31.3,2.8,7.6,37.3
Damion Lee,/stats/player/1627814/,GSW,26.0,0.3,0.6,50.0,0.3,0.5,53.3,0.4,0.8,46.2,0.5,0.7,71.4,0.1,0.5,27.3,0.5,1.0,52.0,0.4,1.3,32.6
Damyean Dotson,/stats/player/1628422/,NYK,25.0,1.0,1.8,57.0,0.1,0.7,20.8,1.1,2.5,44.8,0.2,0.5,51.5,0.2,0.4,39.3,0.4,0.8,45.9,1.3,3.8,35.1
Daniel Hamilton,/stats/player/1627772/,ATL,23.0,0.6,1.1,50.0,0.2,0.8,28.6,0.1,0.2,33.3,0.1,0.6,22.2,0.1,0.1,100.0,0.2,0.6,36.4,0.2,0.7,33.3
Daniel Theis,/stats/player/1628464/,BOS,27.0,1.5,2.0,75.4,0.2,0.5,34.4,0.2,0.6,29.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.9,41.9
Danilo Gallinari,/stats/player/201568/,LAC,30.0,2.0,3.4,58.3,0.6,1.4,44.7,1.1,2.8,38.6,0.0,0.1,22.2,0.1,0.2,50.0,0.1,0.3,38.1,2.2,5.1,43.7
Danny Green,/stats/player/201980/,TOR,32.0,0.6,1.0,61.7,0.2,0.7,34.5,0.3,0.7,44.1,0.4,0.9,47.1,0.8,1.5,52.6,1.2,2.3,50.5,1.3,3.1,42.2
Dante Cunningham,/stats/player/201967/,SAS,32.0,0.5,0.8,60.4,0.2,0.4,44.4,0.1,0.3,22.2,0.2,0.5,34.8,0.2,0.5,50.0,0.3,0.8,41.9,0.2,0.3,57.1
Dante Exum,/stats/player/203957/,UTA,23.0,1.6,2.9,53.8,0.4,1.3,32.7,0.0,0.1,20.0,0.1,0.3,36.4,0.2,0.6,30.4,0.3,0.9,32.4,0.2,0.7,25.0
Danuel House Jr.,/stats/player/1627863/,HOU,26.0,1.1,1.6,64.1,0.1,0.2,25.0,0.0,0.1,50.0,0.3,0.6,47.8,0.5,1.4,35.2,0.8,2.0,39.0,1.1,2.6,43.6
Dario Saric,/stats/player/203967/,MIN,25.0,1.8,2.8,63.6,0.2,0.9,26.8,0.3,1.0,30.8,0.1,0.3,34.6,0.2,0.4,39.4,0.3,0.7,37.3,1.2,3.2,36.5
Darius Miller,/stats/player/203121/,NOP,29.0,0.2,0.3,66.7,0.2,0.4,37.9,0.5,1.1,45.9,0.2,0.5,43.8,0.2,0.6,29.7,0.4,1.0,36.2,1.6,4.2,36.5
Darren Collison,/stats/player/201954/,IND,31.0,1.4,2.3,57.9,0.2,0.7,34.0,1.4,3.1,46.2,0.2,0.4,48.4,0.3,0.5,57.1,0.5,0.9,53.0,0.6,1.6,34.4
Daryl Macon,/stats/player/1629133/,DAL,23.0,0.3,0.4,66.7,0.1,0.5,25.0,0.3,1.1,22.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.6,1.3,50.0
David Nwaba,/stats/player/1628021/,CLE,26.0,1.4,2.3,61.5,0.6,1.3,45.3,0.0,0.1,16.7,0.1,0.4,37.5,0.2,0.5,33.3,0.3,0.8,35.0,0.2,0.7,29.4
Davis Bertans,/stats/player/202722/,SAS,26.0,0.4,0.5,75.7,0.1,0.5,27.8,0.3,0.6,50.0,0.2,0.3,47.8,0.2,0.4,68.0,0.4,0.6,58.3,1.5,3.8,40.8
Davon Reed,/stats/player/1628432/,IND,24.0,0.3,0.4,75.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,50.0
De'Aaron Fox,/stats/player/1628368/,SAC,21.0,2.9,4.6,62.7,1.3,3.4,37.1,1.0,2.7,37.3,0.1,0.2,23.5,0.1,0.2,35.3,0.1,0.4,29.4,0.9,2.4,38.4
De'Anthony Melton,/stats/player/1629001/,PHX,21.0,0.9,1.5,55.8,0.4,1.1,39.6,0.1,0.6,22.6,0.1,0.3,20.0,0.2,0.3,58.3,0.2,0.6,37.0,0.4,1.4,27.9
DeAndre Jordan,/stats/player/201599/,NYK,30.0,3.9,5.7,68.4,0.2,0.7,37.8,0.0,0.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,/stats/player/1627761/,ATL,24.0,2.3,3.9,58.7,0.4,1.3,33.0,0.0,0.2,11.1,0.1,0.4,20.7,0.1,0.3,37.5,0.2,0.6,28.3,0.4,1.5,29.4
DeMar DeRozan,/stats/player/201942/,SAS,29.0,2.9,4.1,69.6,2.3,5.1,44.9,2.9,7.2,40.5,0.1,0.2,30.8,0.0,0.1,22.2,0.1,0.3,27.3,0.0,0.3,4.5
DeMarcus Cousins,/stats/player/202326/,GSW,28.0,3.9,5.9,65.5,0.9,2.4,36.1,0.3,0.9,37.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.2,20.0,0.8,3.0,27.8
DeMarre Carroll,/stats/player/201960/,BKN,32.0,1.2,2.1,59.0,0.4,1.3,29.9,0.2,0.6,35.0,0.3,0.6,43.9,0.3,0.9,29.1,0.5,1.4,35.4,1.1,3.2,33.3
DeVaughn Akoon-Purcell,/stats/player/1629152/,DEN,26.0,0.5,0.8,60.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.4,0.0
Deandre Ayton,/stats/player/1629028/,PHX,20.0,4.6,6.3,72.7,1.3,2.7,48.7,1.3,3.2,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delon Wright,/stats/player/1626153/,MEM,27.0,2.0,3.5,58.8,0.4,1.3,31.7,0.1,0.4,24.1,0.1,0.2,35.3,0.1,0.3,45.0,0.2,0.5,40.5,0.5,1.7,27.8
Demetrius Jackson,/stats/player/1627743/,PHI,24.0,0.5,0.8,60.0,0.2,0.2,100.0,0.3,0.5,66.7,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.3,100.0,0.2,0.8,20.0
Deng Adel,/stats/player/1629061/,CLE,22.0,0.1,0.3,33.3,0.1,0.2,33.3,0.1,0.2,50.0,0.1,0.3,25.0,0.1,0.2,50.0,0.1,0.4,33.3,0.2,0.9,23.5
Dennis Schroder,/stats/player/203471/,OKC,25.0,2.0,3.8,51.5,1.0,2.6,38.2,1.3,2.9,42.7,0.2,0.3,44.4,0.1,0.3,30.8,0.3,0.7,37.7,1.3,3.9,33.9
Dennis Smith Jr.,/stats/player/1628372/,NYK,21.0,2.8,5.0,56.6,0.4,1.3,32.4,0.7,2.0,35.5,0.1,0.2,37.5,0.1,0.3,38.5,0.2,0.4,38.1,1.1,3.5,31.7
Deonte Burton,/stats/player/1629126/,OKC,25.0,0.7,1.3,52.8,0.1,0.4,30.0,0.1,0.3,33.3,0.1,0.4,14.3,0.1,0.3,20.0,0.1,0.5,16.7,0.2,0.5,40.0
Derrick Favors,/stats/player/202324/,UTA,27.0,3.7,5.1,72.2,0.6,1.3,44.9,0.3,0.7,38.2,0.1,0.4,20.7,0.1,0.5,20.0,0.2,0.8,20.3,0.1,0.2,30.8
Derrick Jones Jr.,/stats/player/1627884/,MIA,22.0,2.1,3.3,63.5,0.1,0.6,20.0,0.1,0.1,50.0,0.2,0.7,35.1,0.2,0.4,36.4,0.4,1.0,35.6,0.1,0.5,24.1
